"pos","name","date","time","map"
"1","dMnAiOuSDnUaSd","04/07/21","38.398","castronew3"
"1","kallu","18/01/21","4.630","castrorace"
"1","kallu","14/04/21","4.636","castrorace2"
"1","kallu","06/05/21","2.830","cat2"
"1","n00k!e","11/05/13","36.330","cat2bored1"
"1","Killa","26/02/21","15.292","catmap1"
"1","Lofas","07/09/14","28.646","catmap2"
"1","Killa","21/04/18","20.589","cautionjumpz1"
"1","Caboom","11/04/21","15.700","celljump"
"1","mazze","06/10/21","28.300","check9b"
"1","KroPP","09/01/15","48.799","cheesyjump1"
"1","mazze","02/10/21","25.394","chickens"
"1","prd","20/01/16","13.959","chooj_jump3"
"1","Caboom","12/06/21","13.888","chooj_jump4"
"1","dMnAiOuSDnUaSd","27/07/21","12.267","chooj_jump5"
"1","prd","29/11/18","28.825","chooj_jump6"
"1","neoxotb","10/08/19","48.397","chooj_jump7"
"1","n00k!e","13/05/13","22.690","chooj_jump8"
"1","Nykzi","14/12/20","44.614","chooj_jump9"
"1","mazze","01/02/21","17.998","chooj_jumps1"
"1","KroPP","09/09/15","24.586","chooj_jumps2"
"1","Lofas","26/11/15","44.165","chopper1"
"1","KroPP","10/04/13","31.998","cityjump1"
"1","Killa","09/01/19","1.662","cja"
"1","prd","15/05/17","17.292","cjmp1"
"1","KroPP","04/10/15","2.997","cjmps1"
"1","OpkeZ","19/07/18","2.781","cjmps3"
"1","mazze","15/07/20","9.535","cjtryout2"
"1","mazze","31/07/21","119.045","cjumps1"
"1","kallu","10/12/21","5.901","ckjump2"
"1","kallu","24/09/21","8.794","ckjump3"
"1","kallu","29/10/21","24.916","cliffhanger"
"1","yogurt","12/09/19","23.856","clipzjump1"
"1","Killa","13/02/20","30.423","clipzjump2"
"1","dMnAiOuSDnUaSd","09/06/21","17.674","clipzjump3"
"1","neoxotb","02/03/18","50.333","clipzjump4"
"1","prd","01/01/19","20.541","clipzjump5a"
"1","santher","06/04/14","34.657","clipzjump6"
"1","Nykzi","27/07/20","51.453","clipzratrace"
"1","Mehis","03/10/20","88.524","clipzratrace2"
"1","dMnAiOuSDnUaSd","09/07/21","5.820","cnslong"
"1","kallu","18/11/20","7.888","coantartic1"
"1","PRO-kypop","17/03/17","3.427","cobra1"
"1","APKIS","29/01/21","28.434","corejumps1"
"1","Goblin","24/08/18","15.709","corejumps2"
"1","Goblin","03/07/17","18.843","cosjumpz"
"1","mazze","20/09/21","51.079","crazjump"
"1","KroPP","05/06/14","46.279","crazjump2a"
"1","KroPP","21/08/15","32.975","crazy1"
"1","Mehis","05/10/20","35.269","crazy2"
"1","n00k!e","25/02/14","20.858","crazy2a"
"1","dMnAiOuSDnUaSd","13/07/21","219.633","crazy3"
"1","n00k!e","11/03/14","34.698","crazy4"
"1","mazze","06/04/21","24.370","crazy5"
"1","dMnAiOuSDnUaSd","30/05/21","26.635","crazy6"
"1","qTr","21/07/18","4.663","crazy8"
"1","Direktor","18/11/20","72.229","crazyjump10"
"1","Killa","24/11/18","20.453","crossjump"
"1","dMnAiOuSDnUaSd","25/07/20","29.604","crossrace1"
"1","mazze","07/12/20","89.058","csojump_b6"
"1","dMnAiOuSDnUaSd","29/07/20","20.701","cubejumps1"
"1","ds.ads","19/11/12","45.271","cuda_j1"
"1","Lofas","10/07/12","39.724","cudararejump"
"1","Caboom","07/09/21","48.566","d3ljump1"
"1","Caboom","30/06/19","49.995","d3ljump10"
"1","Caboom","06/09/20","29.829","d3ljump2a"
"1","Caboom","03/07/19","148.631","d3ljump3a"
"1","Caboom","07/07/19","49.629","d3ljump4"
"1","Caboom","25/03/18","25.353","d3ljump5"
"1","Caboom","18/09/21","10.735","d3ljump6"
"1","Caboom","17/02/18","41.873","d3ljump6b"
"1","Caboom","29/04/18","53.818","d3ljump7"
"1","Caboom","19/04/18","64.325","d3ljump8a"
"1","Caboom","11/04/18","52.653","d3ljump9"
"1","mazze","23/05/20","6.288","d3m0n_njump"
"1","dMnAiOuSDnUaSd","12/07/20","16.242","dafire1"
"1","APKIS","06/08/15","20.243","dafire2"
"1","dMnAiOuSDnUaSd","26/06/21","20.133","dan_race"
"1","dMnAiOuSDnUaSd","23/01/21","5.939","dan_slide"
"1","dMnAiOuSDnUaSd","14/01/21","50.301","danjumps2"
"1","Killa","06/03/20","50.103","danjumps5"
"1","Goblin","29/09/18","6.864","darkjump1"
"1","KroPP","11/01/16","22.111","ddjump"
"1","KroPP","28/06/13","23.539","ddjump1"
"1","Lofas","07/11/13","46.454","ddjump10"
"1","Killa","12/01/19","19.631","ddjump11"
"1","Killa","15/02/19","37.737","ddjump12"
"1","mazze","15/07/21","34.065","ddjump2a"
"1","neoxotb","16/09/20","33.835","ddjump3"
"1","KroPP","05/06/14","46.205","ddjump4"
"1","KroPP","06/01/15","24.304","ddjump5"
"1","neoxotb","24/08/21","49.003","ddjump6"
"1","APKIS","20/04/15","42.244","ddjump7"
"1","Killa","18/10/19","45.794","ddjump8"
"1","APKIS","09/06/20","44.796","ddjump9"
"1","dMnAiOuSDnUaSd","29/11/20","8.207","ddrace"
"1","Killa","30/03/21","5.485","ddrace_ice"
"1","Lofas","25/09/14","76.786","death_jump01_easy"
"1","Goblin","27/10/15","5.026","decerjump1"
"1","mazze","01/09/21","3.124","decerjump2a"
"1","kallu","04/10/20","17.896","decerjump3"
"1","mazze","30/06/21","9.780","decerjump4"
"1","mazze","08/07/21","51.299","decerjump5"
"1","Killa","04/08/21","7.327","decerjump6"
"1","KroPP","02/05/15","23.924","decino2box"
"1","ziomek","23/01/20","58.334","decinojump1"
"1","mazze","07/09/21","126.207","decinojump10"
"1","dMnAiOuSDnUaSd","19/12/20","10.090","decinojump11"
"1","Killa","09/01/19","52.161","decinojump12"
"1","Goblin","03/08/19","3.640","decinojump13"
"1","Killa","15/05/19","13.961","decinojump14"
"1","mazze","28/07/21","9.367","decinojump15"
"1","Killa","15/11/18","9.772","decinojump16"
"1","prd","28/11/15","9.877","decinojump17"
"1","Killa","28/01/19","20.972","decinojump18"
"1","Goblin","08/04/18","16.338","decinojump19"
"1","n00k!e","09/03/14","24.182","decinojump2"
"1","Lofas","03/01/16","92.681","decinojump3"
"1","OpkeZ","17/02/18","75.258","decinojump4"
"1","Beepbeep","19/02/19","69.296","decinojump5"
"1","Lofas","28/10/13","16.015","decinojump6"
"1","Stoner","17/07/12","14.751","decinojump7"
"1","(MCS)Faderjok","05/12/12","45.656","decinojump8"
"1","Killa","22/08/19","6.000","decinojump9"
"1","Lofas","21/10/13","16.349","dedicate_jump"
"1","mazze","13/02/21","27.368","demijump"
"1","Killa","25/01/19","10.440","demojump1"
"1","Killa","21/05/17","8.965","demon_cj"
"1","neoxotb","30/04/18","56.670","demonjump"
"1","kallu","16/12/20","10.254","denjump"
"1","Killa","20/09/21","17.627","denjump2"
"1","Killa","28/04/20","5.746","denjump3"
"1","Killa","12/08/18","9.422","desjump2e"
"1","KroPP","12/11/15","26.897","devilc"
"1","Lofas","22/07/14","26.275","dfwjump1b"
"1","APKIS","25/02/16","32.242","diablojumps"
"1","dMnAiOuSDnUaSd","03/11/20","19.821","diablojumps2r"
"1","KroPP","26/05/14","20.479","dijump1"
"1","mazze","24/10/20","77.525","direkjumps"
"1","Goblin","13/07/19","10.618","direkjumps2"
"1","OpkeZ","06/04/20","39.411","direkjumps3"
"1","prd","08/05/18","80.994","direkjumps4"
"1","Goblin","02/06/19","24.629","div1final2014"
"1","Goblin","09/09/17","25.230","div2_final_2014"
"1","dMnAiOuSDnUaSd","30/06/21","6.395","dj_half_pipe"
"1","Killa","19/07/21","8.920","dj_ice_tiers"
"1","Killa","05/03/21","14.736","dj_mars_3_way"
"1","Goblin","27/10/18","73.993","dj_n_kropp_scs1"
"1","Goblin","03/01/20","18.486","dj_speedway1"
"1","prd","17/04/18","22.756","dj_speedway2"
"1","Goblin","17/05/19","39.072","dj_speedway3"
"1","prd","11/08/18","29.616","dkor"
"1","OpkeZ","10/01/21","50.558","dockjump1"
"1","Caboom","13/10/20","24.266","domination"
"1","DRK","06/03/20","37.125","dontfall"
"1","mazze","08/02/21","19.996","dope1"
"1","ziomek","30/10/19","25.297","dope2"
"1","dMnAiOuSDnUaSd","06/07/21","19.589","dope3"
"1","Lofas","27/02/16","116.307","dopjump"
"1","KroPP","21/11/14","125.827","dopjump2"
"1","Goblin","19/09/18","19.512","downed"
"1","Lofas","22/07/14","24.660","drachsjump1a"
"1","n00k!e","27/04/15","16.563","drachsjump1b"
"1","KroPP","03/03/16","55.061","drachsjump1b7a"
"1","Goblin","21/12/17","7.850","drachsjump2b1"
"1","KroPP","26/03/15","32.621","drachsrace1"
"1","KroPP","01/04/15","33.699","drachsrace1a"
"1","mazze","05/01/21","45.837","draxi1"
"1","Killa","03/09/21","18.566","draxi10"
"1","prd","23/12/17","32.088","draxi2"
"1","Goblin","09/01/18","28.947","draxi3"
"1","Killa","13/02/18","23.786","draxi4"
"1","mazze","29/08/20","24.768","draxi5"
"1","mazze","09/11/21","37.399","draxi6"
"1","mazze","08/12/20","17.630","draxi7"
"1","mazze","04/12/20","16.616","draxi8"
"1","Killa","23/08/21","14.312","draxi9"
"1","Killa","11/08/21","23.086","draxi_run01"
"1","mazze","25/11/20","16.355","draxi_run02"
"1","n00k!e","30/05/13","8.272","drdm4"
"1","the_bill","17/03/21","22.742","dsoq2"
"1","Lofas","30/10/18","18.469","dukeysjump1"
"1","mazze","10/07/21","53.028","dungeon"
"1","Goblin","19/08/19","9.372","dxjump1"
"1","Killa","28/03/19","12.280","dxjump2"
"1","ds.ads","18/01/18","34.094","easyjumps"
"1","Goblin","21/08/13","6.319","easymap"
"1","Killa","28/01/21","16.515","easyrace"
"1","dMnAiOuSDnUaSd","03/06/21","19.825","ecjump5"
"1","dMnAiOuSDnUaSd","23/05/21","47.367","ecljump1"
"1","Killa","17/03/18","20.931","ecljump10"
"1","KroPP","28/05/14","38.466","ecljump11"
"1","Goblin","25/08/17","54.834","ecljump14"
"1","APKIS","17/11/18","74.998","ecljump2"
"1","Nykzi","23/09/21","39.743","ecljump3"
"1","Nykzi","29/12/20","113.443","ecljump4"
"1","Killa","25/04/19","33.529","ecljump6"
"1","dMnAiOuSDnUaSd","24/01/21","22.902","ecljump7"
"1","Killa","24/08/21","10.980","ecljump8"
"1","Killa","12/03/21","18.501","ecljump9"
"1","KroPP","25/04/15","52.765","ecllv2"
"1","KroPP","03/08/13","80.327","edge_easy"
"1","KroPP","02/09/13","62.634","edge_easy2"
"1","KroPP","29/08/13","136.143","edge_good_jumps"
"1","KroPP","06/08/13","91.770","edge_hard"
"1","KroPP","02/09/13","20.538","edge_hard2"
"1","n00k!e","15/03/18","22.989","edge_leet"
"1","KroPP","06/08/13","100.475","edge_medium"
"1","KroPP","05/09/13","39.065","edge_medium2"
"1","neoxotb","17/11/19","24.834","edge_rocket"
"1","Killa","23/11/21","11.221","edit1"
"1","prd","26/10/17","43.089","edvinjump"
"1","Goblin","15/12/21","32.425","edvinjump2"
"1","Killa","06/03/19","10.023","edvinjump3"
"1","mazze","02/05/21","25.066","edvinjump4"
"1","Killa","06/10/19","15.473","edvinjump5"
"1","mazze","18/04/21","9.129","edvinjump6"
"1","dMnAiOuSDnUaSd","19/07/20","46.564","edvinjump7"
"1","Killa","18/06/18","32.178","edvinjump8"
"1","dMnAiOuSDnUaSd","27/07/20","19.062","edvinjump9"
"1","KroPP","04/12/14","13.425","egjump1"
"1","kallu","03/01/21","39.694","egyptrace1"
"1","mazze","03/05/21","29.566","egyptrace3"
"1","dMnAiOuSDnUaSd","08/07/20","30.843","egyptrace4"
"1","Killa","22/09/18","7.578","ej1"
"1","Killa","03/08/18","17.260","ejump3"
"1","Goblin","07/04/18","14.232","eljump1"
"1","Nykzi","05/07/21","4.674","eminencejump"
"1","neoxotb","14/04/19","6.456","enver1"
"1","Killa","18/09/21","23.372","enver2"
"1","OpkeZ","19/12/18","18.939","enver3"
"1","Killa","05/08/21","10.788","epicjump2"
"1","APKIS","12/03/15","33.250","esjumps"
"1","prd","03/11/17","28.876","esjumps2"
"1","mazze","11/09/21","9.635","esjumps3"
"1","mazze","08/07/21","22.101","esjumps3b"
"1","mazze","02/07/21","30.581","esjumps4"
"1","KroPP","14/01/16","78.068","esjumps5"
"1","OpkeZ","09/01/21","20.806","esjumps6"
"1","prd","19/04/18","125.331","esughhjumps"
"1","KroPP","11/08/15","778.658","eternity"
"1","KroPP","20/06/15","132.954","eternity01"
"1","KroPP","22/06/15","148.943","eternity02"
"1","dMnAiOuSDnUaSd","04/01/21","120.603","eternity03"
"1","APKIS","14/07/15","182.188","eternity04"
"1","Killa","24/01/19","11.664","etwjump1"
"1","Goblin","19/07/19","16.740","etwjump2"
"1","APKIS","08/04/20","22.181","etwjump3b"
"1","KroPP","03/10/15","32.489","etwjump4"
"1","APKIS","14/05/20","28.742","etwjump5"
"1","APKIS","14/05/20","24.337","etwjump6"
"1","KroPP","17/05/14","29.526","etwjump6a"
"1","KroPP","20/09/15","85.334","etwjump7"
"1","Killa","13/04/18","10.080","ever"
"1","Killa","23/04/19","9.852","everjump1"
"1","the_bill","21/02/21","56.225","everjump2"
"1","Goblin","09/10/17","43.348","everjump3"
"1","dMnAiOuSDnUaSd","18/12/20","47.018","everjump4"
"1","mazze","23/05/20","44.326","everjump5"
"1","Caboom","23/09/21","30.203","everjump6"
"1","OpkeZ","21/12/19","20.064","everlast3"
"1","draxi","04/08/18","50.095","everlast7"
"1","KroPP","22/12/15","37.473","everlast8"
"1","prd","13/11/18","8.938","exjump1"
"1","Goblin","08/08/19","23.033","exjumping"
"1","Goblin","10/04/18","16.264","exjumping2"
"1","mazze","27/06/21","7.267","ezz_tj_1_v2"
"1","Goblin","28/10/17","47.510","factory"
"1","KroPP","24/11/12","27.633","falling"
"1","KroPP","13/11/15","19.667","fastjump01a"
"1","Killa","29/12/18","7.722","fastjump02a"
"1","yogurt","05/11/17","34.843","fastjump03a"
"1","dMnAiOuSDnUaSd","09/06/21","20.223","fastjump04a"
"1","mazze","06/09/20","16.500","fastneasy"
"1","Killa","29/07/21","15.797","fastneasy1"
"1","Caboom","14/11/21","22.431","fastneasy2"
"1","Killa","30/12/18","25.927","fastneasy3"
"1","n00k!e","22/09/15","56.895","fataljump1"
"1","Killa","31/08/21","18.728","fcojump1"
"1","75400379","24/01/21","17.796","fcojump2"
"1","Killa","26/04/18","4.600","fdmjump"
"1","mazze","01/05/21","27.765","fear1"
"1","dMnAiOuSDnUaSd","29/06/21","7.927","fear2"
"1","n00k!e","31/10/13","76.852","fear3"
"1","Killa","27/02/19","4.467","fear4"
"1","mazze","13/09/20","75.725","fearjumps12"
"1","prd","04/11/17","26.911","fearjumps13"
"1","APKIS","17/12/17","46.984","fearjumps16"
"1","Goblin","28/08/18","27.960","fearjumps17"
"1","Lofas","07/05/13","27.050","fearjumps2"
"1","n00k!e","30/09/17","39.992","fearjumps6"
"1","APKIS","10/04/15","24.548","fearjumps7"
"1","Killa","13/04/18","21.829","fearjumps8"
"1","mazze","20/07/20","11.963","filterjump1"
"1","neoxotb","10/06/19","12.257","filterjump2"
"1","dMnAiOuSDnUaSd","14/08/20","22.533","finn1"
"1","Killa","21/04/18","20.414","firejump1"
"1","KroPP","25/04/14","78.538","firejump2"
"1","Caboom","28/06/21","37.972","fjumpexam1"
"1","KroPP","18/03/14","38.661","flib1"
"1","Killa","19/01/19","14.193","floppy_gibbon"
"1","Killa","26/02/19","15.028","flunxmap1"
"1","APKIS","16/04/20","22.328","flunxmap2"
"1","Goblin","28/10/20","34.885","fly1"
"1","kallu","30/04/21","9.643","fly1a"
"1","dMnAiOuSDnUaSd","20/06/21","34.605","fly2"
"1","Killa","20/08/21","26.170","flyjumpboy"
"1","Goblin","20/05/18","29.083","forbiddenjump1"
"1","dMnAiOuSDnUaSd","03/06/21","145.776","forbiddenjump10"
"1","mazze","29/10/21","42.358","forbiddenjump11"
"1","dMnAiOuSDnUaSd","25/01/21","30.593","forbiddenjump12"
"1","dMnAiOuSDnUaSd","04/06/21","67.766","forbiddenjump13"
"1","Killa","24/11/21","13.656","forbiddenjump14"
"1","n00k!e","30/12/12","44.640","forbiddenjump15"
"1","dMnAiOuSDnUaSd","08/01/21","26.969","forbiddenjump16"
"1","Goblin","07/02/19","46.779","forbiddenjump17"
"1","Killa","11/05/19","14.072","forbiddenjump18"
"1","mazze","07/02/21","64.229","forbiddenjump19"
"1","mazze","06/09/20","38.057","forbiddenjump2"
"1","n00k!e","21/11/15","36.521","forbiddenjump20"
"1","dMnAiOuSDnUaSd","15/10/20","24.365","forbiddenjump21"
"1","dMnAiOuSDnUaSd","07/07/21","87.929","forbiddenjump22"
"1","dMnAiOuSDnUaSd","31/05/21","27.766","forbiddenjump23"
"1","Goblin","02/06/17","55.781","forbiddenjump24"
"1","Goblin","10/05/18","114.962","forbiddenjump25"
"1","Killa","15/08/21","18.731","forbiddenjump26"
"1","Killa","16/05/19","39.317","forbiddenjump27"
"1","Goblin","10/12/17","11.748","forbiddenjump28"
"1","mazze","09/07/21","35.482","forbiddenjump29"
"1","mazze","17/09/20","34.563","forbiddenjump3"
"1","OpkeZ","06/06/21","142.996","forbiddenjump30"
"1","mazze","12/02/21","83.881","forbiddenjump4b"
"1","Goblin","16/05/18","111.925","forbiddenjump5"
"1","dMnAiOuSDnUaSd","06/07/21","20.201","forbiddenjump6"
"1","mazze","16/01/21","20.367","forbiddenjump7"
"1","Goblin","21/05/18","17.454","forbiddenjump8"
"1","mazze","01/04/21","221.392","forbiddenjump9"
"1","prd","03/06/18","14.274","forcejump"
"1","n00k!e","05/01/14","30.454","forkjumping"
"1","KroPP","16/01/15","83.633","fragjump"
"1","yogurt","06/02/18","71.638","fragjump2"
"1","mazze","12/12/20","3.135","fragjumpt"
"1","Killa","23/04/18","20.496","freezejump"
"1","Killa","14/09/19","12.087","frogsjumps"
"1","mazze","23/10/20","23.169","ft1"
"1","n00k!e","21/04/15","47.094","ft2"
"1","Goblin","31/10/18","76.808","ft3"
"1","mazze","02/07/21","50.603","ft4"
"1","Goblin","24/09/17","29.950","funjump"
"1","APKIS","18/02/15","46.177","funjump2"
"1","neoxotb","09/02/20","27.879","funjump3"
"1","dMnAiOuSDnUaSd","20/01/21","35.701","funjump4"
"1","SBL","04/06/19","36.407","funjump5"
"1","Lofas","18/10/13","41.281","funjump6"
"1","KroPP","13/06/14","54.854","funjump7"
"1","mazze","26/09/20","97.034","funjump8"
"1","Lofas","14/06/15","28.998","funjumping1"
"1","n00k!e","02/03/15","75.847","funkedup"
"1","kallu","14/12/20","6.460","fx2"
"1","KroPP","09/03/16","86.994","g_jump1"
"1","yogurt","12/01/18","64.842","g_jump2"
"1","Killa","26/01/19","24.162","g_jump3"
"1","APKIS","25/11/18","76.968","g_jump4"
"1","Killa","13/08/18","7.848","gaborjump1"
"1","yogurt","07/11/18","10.386","gaborjump2"
"1","Killa","03/04/19","14.227","gaborjump3a"
"1","kallu","30/08/21","1.315","gay1"
"1","Killa","05/12/18","1.271","gay10"
"1","Killa","05/12/18","2.160","gay11"
"1","Killa","22/03/19","1.418","gay12"
"1","dMnAiOuSDnUaSd","25/07/20","1.160","gay13"
"1","santher","05/12/18","1.189","gay14"
"1","kallu","30/08/21","1.568","gay2"
"1","Lofas","18/08/13","1.180","gay3"
"1","kallu","17/09/21","1.662","gay4"
"1","leviathan","25/12/18","1.331","gay5"
"1","^WhIzArD^","12/05/16","2.768","gay6"
"1","kallu","17/09/21","2.577","gay7"
"1","santher","07/12/18","1.229","gay8"
"1","santher","25/09/13","1.470","gay9"
"1","mazze","04/02/21","15.405","ghost_race"
"1","Direktor","10/07/20","26.242","gibbonjump01"
"1","Goblin","06/03/16","55.915","gibbonjump02b"
"1","APKIS","07/10/15","47.948","gibbonjump03"
"1","ace","19/04/18","30.878","gibbonjump04"
"1","dMnAiOuSDnUaSd","15/08/20","42.193","gibbonjump05"
"1","dMnAiOuSDnUaSd","03/09/20","106.189","gibbonjump06"
"1","Nykzi","13/01/21","54.098","gibbonjump07"
"1","mazze","09/01/21","13.070","gibbonjump09"
"1","Killa","11/01/19","31.667","gj1"
"1","Killa","19/01/19","34.968","gj2"
"1","Lofas","13/03/14","11.717","gj3"
"1","Killa","10/03/18","32.672","gj4"
"1","APKIS","26/05/20","17.669","gj5"
"1","mazze","26/09/21","23.415","gj6"
"1","Killa","07/01/19","35.628","glock1"
"1","dMnAiOuSDnUaSd","12/12/20","66.706","glockfj3"
"1","KroPP","21/05/14","39.489","glockj1"
"1","dMnAiOuSDnUaSd","22/01/21","41.722","glockobj"
"1","kallu","20/12/20","5.904","godsquickiebeta"
"1","prd","30/12/18","29.678","gonadz"
"1","Goblin","13/05/18","11.274","gouki1"
"1","Killa","21/11/18","14.212","gouki2"
"1","KroPP","21/03/16","44.923","gouki3"
"1","mazze","07/09/21","41.997","gouki4"
"1","Nykzi","26/12/20","30.369","gouki5"
"1","Nykzi","25/05/21","53.894","gouki6"
"1","Nykzi","06/05/21","25.070","goukimaze"
"1","mazze","20/05/20","31.448","goukimaze2"
"1","Nykzi","08/07/20","121.507","goukimaze3"
"1","mazze","29/12/20","20.597","goukispeed1"
"1","Goblin","10/12/17","13.201","gowni"
"1","kallu","11/01/21","15.032","gq1a"
"1","Castro","20/11/14","15.180","gq2a"
"1","n00k!e","15/03/15","17.707","gr_lava"
"1","GreenJumper","16/03/14","26.303","grbb"
"1","Killa","28/08/19","14.471","grjump"
"1","Killa","11/09/21","12.962","grjump1"
"1","KroPP","10/11/14","18.044","grjump2"
"1","neoxotb","16/02/19","27.837","grjump3"
"1","KroPP","06/01/14","49.874","grjump4b"
"1","prd","03/03/19","32.680","grjump5"
"1","Goblin","04/10/17","14.689","grjump6b"
"1","Nykzi","20/02/21","25.458","grjump7"
"1","KroPP","07/01/14","24.800","grjump8"
"1","mazze","13/09/21","14.012","grjump9"
"1","Goblin","14/01/18","17.446","grrooms"
"1","n00k!e","18/09/15","13.760","gunnajump1"
"1","Nykzi","01/10/21","21.097","gurktest"
"1","OpkeZ","05/04/20","11.059","gxjump1"
"1","KroPP","09/04/15","24.697","gxjump2"
"1","KroPP","22/06/14","43.210","gxjump3"
"1","prd","14/12/17","37.255","gxjump4"
"1","Nykzi","04/01/21","86.308","gxjump5"
"1","KroPP","19/11/14","20.175","gxjumpl33t"
"1","dMnAiOuSDnUaSd","20/07/20","14.079","h4ppyjump1a"
"1","Goblin","14/08/17","5.815","h4ppyjump2"
"1","GreenJumper","21/01/16","3.303","h4ppyjump3"
"1","n00k!e","19/09/15","7.586","h4ppyjump4"
"1","prd","02/08/15","4.361","h4ppyjump5"
"1","Killa","15/12/20","11.122","h4ppyjump6"
"1","APKIS","07/05/20","5.028","h4ppyjump7"
"1","n00k!e","26/10/14","13.118","h4ppyjump8a"
"1","Caboom","23/09/21","41.478","h4z3_6"
"1","Goblin","25/08/17","12.886","h4z3_maze"
"1","Killa","27/09/18","9.909","h4z3s_tryout_map"
"1","Caboom","30/05/20","29.629","hahn1"
"1","KroPP","17/01/15","159.295","hall_of_fame"
"1","Caboom","29/10/20","52.067","hannibal"
"1","Nykzi","08/07/20","46.352","hardjump2"
"1","dMnAiOuSDnUaSd","17/12/20","38.970","hauntedrace"
"1","Killa","06/11/18","9.356","hawk1"
"1","Killa","23/04/19","5.629","hawkjmp2"
"1","Killa","04/12/18","10.375","hawkjmp4"
"1","prd","30/10/18","13.849","hbjmp1"
"1","Lofas","16/10/15","29.780","hbjmp2000"
"1","the_bill","19/03/21","33.530","hbjmp2005"
"1","KroPP","10/05/14","61.016","heightjumps"
"1","Lofas","09/05/14","120.326","hellfire"
"1","n00k!e","12/12/15","10.676","hellfire_1"
"1","n00k!e","17/05/14","10.476","hellfire_10"
"1","n00k!e","01/08/13","8.450","hellfire_11"
"1","Killa","07/11/18","15.760","hellfire_12"
"1","mazze","05/11/21","10.625","hellfire_13"
"1","kallu","16/06/21","6.812","hellfire_14"
"1","APKIS","04/08/21","16.050","hellfire_15"
"1","Goblin","20/08/17","15.058","hellfire_16"
"1","dMnAiOuSDnUaSd","06/05/21","11.260","hellfire_17"
"1","Goblin","04/01/18","30.884","hellfire_18"
"1","Nykzi","03/02/21","17.332","hellfire_19"
"1","Goblin","26/04/19","10.211","hellfire_2"
"1","APKIS","01/05/20","19.194","hellfire_20"
"1","KroPP","03/01/15","32.784","hellfire_21"
"1","Killa","23/03/21","38.166","hellfire_22"
"1","DRK","22/03/20","17.650","hellfire_23"
"1","kallu","12/12/20","31.494","hellfire_24"
"1","KroPP","04/04/15","20.952","hellfire_25"
"1","KroPP","04/04/15","22.441","hellfire_26"
"1","Lofas","04/02/14","14.971","hellfire_27"
"1","neoxotb","30/03/20","72.897","hellfire_28"
"1","dMnAiOuSDnUaSd","03/10/20","30.646","hellfire_29"
"1","Goblin","14/01/18","10.534","hellfire_3"
"1","Goblin","08/06/19","20.357","hellfire_30"
"1","mazze","15/10/20","32.814","hellfire_31"
"1","Goblin","30/10/18","16.233","hellfire_32"
"1","mazze","29/06/20","37.932","hellfire_33"
"1","mazze","06/04/21","19.468","hellfire_34"
"1","dMnAiOuSDnUaSd","12/06/21","15.268","hellfire_35"
"1","dMnAiOuSDnUaSd","22/11/20","19.248","hellfire_36"
"1","dMnAiOuSDnUaSd","13/11/20","11.865","hellfire_37"
"1","mazze","04/09/21","45.042","hellfire_38"
"1","Goblin","02/05/20","27.934","hellfire_39"
"1","Killa","04/08/18","18.691","hellfire_4"
"1","KroPP","08/01/15","117.380","hellfire_40"
"1","Killa","18/07/18","14.162","hellfire_41"
"1","Killa","13/01/19","27.917","hellfire_42"
"1","Lofas","10/05/14","57.708","hellfire_43"
"1","Killa","13/04/19","16.201","hellfire_44"
"1","n00k!e","14/10/15","14.138","hellfire_45"
"1","Killa","10/05/19","12.036","hellfire_46"
"1","Lofas","27/08/14","18.705","hellfire_47"
"1","mazze","10/09/20","11.036","hellfire_48"
"1","Killa","04/02/18","12.907","hellfire_49"
"1","Killa","03/09/14","9.755","hellfire_5"
"1","yogurt","27/10/16","155.196","hellfire_50"
"1","APKIS","02/04/20","33.423","hellfire_51"
"1","yogurt","23/02/20","31.059","hellfire_52"
"1","DRK","21/03/20","35.894","hellfire_53"
"1","KroPP","09/05/14","30.660","hellfire_54"
"1","mazze","11/01/21","31.398","hellfire_55"
"1","prd","04/11/18","32.139","hellfire_56"
"1","Killa","26/10/18","26.488","hellfire_57"
"1","KroPP","09/08/15","96.162","hellfire_58"
"1","Direktor","06/04/21","7.730","hellfire_59"
"1","Killa","25/01/19","10.346","hellfire_6"
"1","KroPP","10/01/14","64.936","hellfire_60"
"1","KroPP","28/11/14","63.481","hellfire_61"
"1","KroPP","23/11/14","77.393","hellfire_62"
"1","Lofas","22/08/14","10.288","hellfire_63"
"1","dMnAiOuSDnUaSd","21/11/20","10.432","hellfire_64"
"1","Killa","24/07/18","61.768","hellfire_65"
"1","dMnAiOuSDnUaSd","12/08/20","20.922","hellfire_66"
"1","Killa","26/09/20","7.639","hellfire_68"
"1","KroPP","24/06/14","16.778","hellfire_7"
"1","mazze","30/04/21","21.096","hellfire_70"
"1","mazze","07/10/20","35.999","hellfire_71"
"1","mazze","13/01/21","23.570","hellfire_72"
"1","Killa","22/01/19","11.484","hellfire_8"
"1","Killa","29/09/19","15.275","hellfire_9"
"1","Goblin","24/03/18","33.837","hellrace"
"1","Caboom","03/05/19","84.434","highjump"
"1","prd","13/09/18","15.458","hilljumps"
"1","mazze","14/07/20","6.699","hilly"
"1","dMnAiOuSDnUaSd","16/06/20","3.240","hitjumps"
"1","mazze","14/07/20","8.257","hitjumps2"
"1","prd","07/09/16","19.165","hitjumps3"
"1","TwentyOne","08/02/21","18.445","hmap1"
