"pos","name","date","time","map"
"1","prd","11/11/16","104.703","0wnt"
"2","KroPP","07/08/13","106.957","0wnt"
"3","yogurt","18/09/17","125.277","0wnt"
"4","Nephi","05/02/17","133.391","0wnt"
"5","Direktor","28/09/18","136.383","0wnt"
"6","santher","17/03/12","141.499","0wnt"
"7","nbc.shadow_no","02/08/17","164.899","0wnt"
"8","masta","05/03/18","183.715","0wnt"
"9","TeiOch^[tLk]","03/05/18","205.661","0wnt"
"10","ins","15/05/16","219.548","0wnt"
"11","zerosignal","23/02/18","223.233","0wnt"
"12","}}Wetarded{{","29/09/17","270.084","0wnt"
"13","mordo","11/11/16","274.930","0wnt"
"14","PRO-kypop","26/06/15","285.374","0wnt"
"15","slugsk!e","24/10/12","379.143","0wnt"
"1","prd","08/08/16","34.238","0wnz"
"2","Lofas","15/05/13","34.426","0wnz"
"3","Killa","30/11/18","34.691","0wnz"
"4","Castro","06/05/14","34.862","0wnz"
"5","n00k!e","13/04/13","34.991","0wnz"
"6","santher","15/04/12","35.393","0wnz"
"7","SqUiRt","19/11/14","35.733","0wnz"
"8","Beepbeep","15/05/13","35.740","0wnz"
"9","_PLAY_","21/12/18","35.827","0wnz"
"10","Nephi","07/01/17","35.974","0wnz"
"11","yogurt","07/11/13","36.010","0wnz"
"12","XtraGhost","30/11/18","36.403","0wnz"
"13","Idaho","07/04/15","37.262","0wnz"
"14","masta","05/03/18","37.442","0wnz"
"15","mule_0wnz","20/09/15","37.506","0wnz"
"16","fish","07/11/13","37.944","0wnz"
"17","snake","14/04/12","38.173","0wnz"
"18","Mako","26/03/18","38.602","0wnz"
"19","zerosignal","30/11/18","39.337","0wnz"
"20","CodeBlack","30/04/14","39.456","0wnz"
"21","[3M.ROSS]","07/11/13","39.828","0wnz"
"22","quazilin","12/03/14","41.193","0wnz"
"23","&lt;&gt;","15/05/12","42.362","0wnz"
"24","EnZ","23/02/15","42.447","0wnz"
"25","Dusk","10/05/15","42.886","0wnz"
"26","g0rky","30/10/13","45.248","0wnz"
"27","CreePy^","08/08/16","46.818","0wnz"
"28","pr3zes","15/05/12","47.156","0wnz"
"29","greedisgood210","29/09/18","49.311","0wnz"
"30","}}Wetarded{{","28/01/13","49.363","0wnz"
"31","randy","12/04/14","49.933","0wnz"
"32","ace","09/07/19","50.923","0wnz"
"33","maq","17/06/15","51.863","0wnz"
"34","'OrangeTea'","02/10/12","57.716","0wnz"
"35","ToxicMonkey^MZC","10/04/12","58.179","0wnz"
"36","unit3D","23/02/15","60.096","0wnz"
"37","Wolfeh","17/06/15","61.098","0wnz"
"38","Direktor","26/10/18","61.260","0wnz"
"39","nevermore","25/06/12","62.189","0wnz"
"40","Mehis","27/03/19","65.967","0wnz"
"41","bossmies","12/02/19","67.835","0wnz"
"42","Bless","10/05/15","68.876","0wnz"
"43","[TURD]BURGER","30/10/13","72.072","0wnz"
"44","Rambler","24/07/16","72.175","0wnz"
"45","buzt3r","08/08/16","74.682","0wnz"
"46","75400379","11/01/19","75.570","0wnz"
"47","cez","03/01/13","80.845","0wnz"
"48","cka3ka","13/04/13","98.270","0wnz"
"49","Barry_Allen","27/11/19","99.765","0wnz"
"50","Plajjump","25/11/14","105.111","0wnz"
"51","Gx^djpoppz","08/05/16","105.126","0wnz"
"52","Julfisk","31/05/19","131.694","0wnz"
"53","nbc.shadow_no","18/05/15","134.756","0wnz"
"54","ins","23/05/16","239.273","0wnz"
"1","n00k!e","15/04/14","39.171","0wnz3"
"2","Killa","23/05/18","39.473","0wnz3"
"3","Stoner","25/12/15","39.763","0wnz3"
"4","santher","15/04/14","39.899","0wnz3"
"5","Castro","15/04/14","40.276","0wnz3"
"6","(MCS)Faderjok","25/04/14","40.399","0wnz3"
"7","draxi","23/05/18","40.788","0wnz3"
"8","ace","23/05/18","40.838","0wnz3"
"9","mule_0wnz","14/01/16","41.041","0wnz3"
"10","_PLAY_","23/08/18","41.212","0wnz3"
"11","Beepbeep","23/08/18","42.119","0wnz3"
"12","cr33pz","25/04/14","42.778","0wnz3"
"13","Idaho","21/09/17","42.959","0wnz3"
"14","}}Wetarded{{","14/12/17","43.715","0wnz3"
"15","75400379","13/12/18","47.359","0wnz3"
"16","nbc.shadow_no","21/09/17","48.354","0wnz3"
"17","[3M.ROSS]","10/04/15","52.799","0wnz3"
"18","^WhIzArD^","03/09/15","60.258","0wnz3"
"19","zerosignal","14/12/17","66.673","0wnz3"
"20","Kr3w","14/01/16","294.340","0wnz3"
"1","Killa","26/07/19","25.353","132tree"
"2","Lofas","14/07/13","26.202","132tree"
"3","ace","23/04/16","27.645","132tree"
"4","zerosignal","26/07/19","28.924","132tree"
"5","ziomek","26/07/19","29.093","132tree"
"6","Nubcake","17/06/15","29.253","132tree"
"7","^WhIzArD^","23/04/16","29.816","132tree"
"8","Castro","01/02/14","31.169","132tree"
"9","bossmies","15/02/19","31.410","132tree"
"10","Idaho","17/06/15","31.617","132tree"
"11","MASZ_ESA?","15/01/16","31.681","132tree"
"12","yogurt","20/10/12","32.602","132tree"
"13","Julfisk","14/07/13","32.783","132tree"
"14","GreenJumper","09/08/14","32.840","132tree"
"15","g0rky","14/11/13","33.019","132tree"
"16","fish","08/05/16","33.415","132tree"
"17","quazilin","14/11/13","33.824","132tree"
"18","mordo","05/06/19","34.901","132tree"
"19","_PLAY_","22/09/12","34.988","132tree"
"20","l3m0n","22/01/17","35.529","132tree"
"21","[3M.ROSS]","14/07/13","35.616","132tree"
"22","CodeBlack","20/01/15","37.164","132tree"
"23","slugsk!e","08/05/12","37.360","132tree"
"24","Sanja","20/10/12","39.780","132tree"
"25","diaa","14/11/13","43.214","132tree"
"26","shpongle","14/11/13","43.685","132tree"
"27","nbc.shadow_no","26/07/19","44.803","132tree"
"28","Cleaner","30/01/18","44.943","132tree"
"29","PRO-kypop","02/05/17","45.728","132tree"
"30","kNoC","13/04/13","46.489","132tree"
"31","Direktor","07/03/19","48.694","132tree"
"32","CreePy^","10/10/16","49.482","132tree"
"33","metzger","16/03/12","50.100","132tree"
"34","ins","06/01/18","50.406","132tree"
"35","nevermore","25/06/12","50.410","132tree"
"36","XCRZUHH","05/07/13","51.195","132tree"
"37","'OrangeTea'","22/06/12","51.699","132tree"
"38","&lt;&gt;","14/05/12","51.734","132tree"
"39","Prop","26/07/13","53.213","132tree"
"40","randy","07/04/14","54.411","132tree"
"41","Dusk","20/01/15","55.374","132tree"
"42","Johnson","17/10/12","56.255","132tree"
"43","}}Wetarded{{","25/01/18","57.543","132tree"
"44","Death_Jump","13/04/13","60.991","132tree"
"45","Beepbeep","08/11/12","61.246","132tree"
"46","75400379","02/03/19","61.411","132tree"
"47","adren","08/11/12","63.088","132tree"
"48","Don","04/11/14","65.497","132tree"
"49","Barry_Allen","20/04/18","67.592","132tree"
"50","cka3ka","28/01/13","73.889","132tree"
"51","Wolfeh","17/06/15","77.266","132tree"
"52","Yummiee!","05/07/13","82.111","132tree"
"53","Qub","06/01/19","84.819","132tree"
"54","Bless","14/12/14","89.312","132tree"
"55","baknd","16/03/12","90.999","132tree"
"56","Rambler","28/05/19","91.035","132tree"
"57","Tofik","06/01/18","98.233","132tree"
"1","Killa","27/07/19","67.555","1337"
"2","n00k!e","07/02/15","68.253","1337"
"3","(MCS)Faderjok","01/11/13","69.011","1337"
"4","cr33pz","10/02/15","69.312","1337"
"5","prd","14/07/16","69.561","1337"
"6","neoxotb","07/12/12","69.870","1337"
"7","KroPP","30/12/12","69.901","1337"
"8","Direktor","24/07/19","71.417","1337"
"9","4Bidden","06/12/12","73.015","1337"
"10","75400379","28/12/17","73.455","1337"
"11","Barry_Allen","07/09/19","74.419","1337"
"12","}}Wetarded{{","24/01/13","74.633","1337"
"13","santher","06/12/12","79.759","1337"
"14","Beepbeep","28/07/13","80.416","1337"
"15","ace","09/02/15","92.748","1337"
"16","Dusk","02/08/19","97.962","1337"
"17","DRK","06/12/12","102.938","1337"
"18","ins","28/12/17","122.551","1337"
"19","zerosignal","28/12/17","251.347","1337"
"1","prd","31/10/17","52.736","1_race_r3"
"2","ds.ads","18/11/12","52.933","1_race_r3"
"3","Castro","24/02/17","54.565","1_race_r3"
"4","santher","13/05/12","55.443","1_race_r3"
"5","Casper","09/11/14","56.047","1_race_r3"
"6","rl","14/02/17","56.059","1_race_r3"
"7","Cleaner","31/10/17","57.478","1_race_r3"
"8","}}Wetarded{{","04/05/13","58.590","1_race_r3"
"9","XtraGhost","31/10/17","59.611","1_race_r3"
"10","ins","23/01/18","59.977","1_race_r3"
"11","zerosignal","31/10/17","62.471","1_race_r3"
"12","a2ha","03/02/16","62.728","1_race_r3"
"13","Kr3w","16/01/16","63.375","1_race_r3"
"14","nbc.shadow_no","10/08/15","64.409","1_race_r3"
"15","75400379","21/01/19","65.445","1_race_r3"
"16","Qub","06/01/19","66.248","1_race_r3"
"17","maq","18/06/15","68.419","1_race_r3"
"18","'OrangeTea'","29/01/13","68.632","1_race_r3"
"19","greenz","03/02/16","94.807","1_race_r3"
"20","grigori","20/06/12","94.934","1_race_r3"
"21","ToxicMonkey^MZC","04/05/13","97.723","1_race_r3"
"22","shpongle","27/10/13","110.221","1_race_r3"
"23","Barry_Allen","17/02/18","153.853","1_race_r3"
"24","Johnson","18/11/12","219.805","1_race_r3"
"25","randy","28/12/13","287.994","1_race_r3"
"1","KroPP","16/05/14","27.047","1_splj_r3"
"2","RoN!N","16/05/14","30.021","1_splj_r3"
"3","ds.ads","12/11/12","30.342","1_splj_r3"
"4","SBL","17/07/14","31.502","1_splj_r3"
"5","yogurt","27/07/16","34.051","1_splj_r3"
"6","mordo","11/11/16","35.029","1_splj_r3"
"7","[3M.ROSS]","17/07/14","35.355","1_splj_r3"
"8","Sanja","12/11/12","35.782","1_splj_r3"
"9","'OrangeTea'","12/11/12","37.027","1_splj_r3"
"10","Cleaner","10/05/17","37.401","1_splj_r3"
"11","}}Wetarded{{","17/01/18","38.927","1_splj_r3"
"12","_PLAY_","10/05/17","40.814","1_splj_r3"
"13","Rambler","19/05/16","41.026","1_splj_r3"
"14","ToxicMonkey^MZC","10/05/17","58.020","1_splj_r3"
"15","Castro","17/07/14","60.618","1_splj_r3"
"16","zerosignal","22/01/18","81.769","1_splj_r3"
"17","cka3ka","23/12/14","96.593","1_splj_r3"
"18","Julfisk","14/06/13","174.220","1_splj_r3"
"1","Goblin","15/04/17","19.610","1jumpmap"
"2","prd","04/12/14","19.664","1jumpmap"
"3","ace","04/12/14","19.670","1jumpmap"
"4","KroPP","29/01/16","19.897","1jumpmap"
"5","APKIS","29/01/16","19.990","1jumpmap"
"6","Skyline","12/09/13","20.144","1jumpmap"
"7","Lofas","29/01/16","20.426","1jumpmap"
"8","MASZ_ESA?","29/01/16","20.538","1jumpmap"
"9","Killa","14/02/19","20.578","1jumpmap"
"10","santher","29/07/12","20.664","1jumpmap"
"11","}}Wetarded{{","16/10/12","20.711","1jumpmap"
"12","rl","25/04/12","20.816","1jumpmap"
"13","GreenJumper","12/09/13","20.901","1jumpmap"
"14","_PLAY_","29/01/16","20.998","1jumpmap"
"15","cr33pz","26/10/13","21.008","1jumpmap"
"16","mule_0wnz","13/10/15","21.098","1jumpmap"
"17","Idaho","26/08/18","21.138","1jumpmap"
"18","Beepbeep","16/10/12","21.191","1jumpmap"
"19","EnZ","31/10/12","21.359","1jumpmap"
"20","SBL","30/06/14","21.383","1jumpmap"
"21","rav","23/04/14","21.567","1jumpmap"
"22","deadfroggy","19/03/15","21.571","1jumpmap"
"23","Nephi","30/07/17","21.629","1jumpmap"
"24","RoN!N","30/06/14","21.639","1jumpmap"
"25","[3M.ROSS]","03/02/14","21.768","1jumpmap"
"26","Nubcake","14/09/15","22.036","1jumpmap"
"27","^WhIzArD^","11/09/15","22.040","1jumpmap"
"28","Casper","09/07/12","22.081","1jumpmap"
"29","Voety","15/09/13","22.140","1jumpmap"
"30","ziomek","15/06/16","22.160","1jumpmap"
"31","snake","14/09/15","22.192","1jumpmap"
"32","fish","08/05/14","22.219","1jumpmap"
"33","mazze","29/01/16","22.298","1jumpmap"
"34","TeiOch^[tLk]","22/06/13","22.299","1jumpmap"
"35","bossmies","12/02/19","22.445","1jumpmap"
"36","quazilin","18/03/14","22.481","1jumpmap"
"37","baknd","20/10/13","22.542","1jumpmap"
"38","Kr3w","13/10/15","22.614","1jumpmap"
"39","ToxicMonkey^MZC","13/05/17","22.728","1jumpmap"
"40","'OrangeTea'","04/07/12","22.936","1jumpmap"
"41","{G}oo{F}","13/10/15","22.961","1jumpmap"
"42","ins","26/04/19","22.989","1jumpmap"
"43","kallu","29/01/16","23.051","1jumpmap"
"44","randy","30/06/14","23.109","1jumpmap"
"45","[SARS]PONG","11/09/13","23.161","1jumpmap"
"46","Cleaner","13/05/17","23.162","1jumpmap"
"47","WhiteDemoN","22/07/12","23.164","1jumpmap"
"48","Sanja","31/10/12","23.187","1jumpmap"
"49","Valuutta","19/03/15","23.250","1jumpmap"
"50","slugsk!e","02/05/12","23.314","1jumpmap"
"51","cka3ka","11/02/13","23.347","1jumpmap"
"52","yogurt","08/05/14","23.362","1jumpmap"
"53","Castro","29/03/14","23.465","1jumpmap"
"54","XtraGhost","05/05/16","23.504","1jumpmap"
"55","Direktor","07/03/19","23.717","1jumpmap"
"56","penaa^rhk","29/01/16","23.730","1jumpmap"
"57","maq","23/10/15","23.761","1jumpmap"
"58","Gusto","15/01/14","23.807","1jumpmap"
"59","CodeBlack","13/04/12","23.833","1jumpmap"
"60","CreePy^","09/04/16","23.858","1jumpmap"
"61","(MCS)Faderjok","18/04/14","23.863","1jumpmap"
"62","greenz","05/02/16","23.962","1jumpmap"
"63","heat_me.Jr","24/07/17","24.047","1jumpmap"
"64","pablo","10/01/13","24.089","1jumpmap"
"65","kNoC","20/11/12","24.156","1jumpmap"
"66","dope","12/11/13","24.420","1jumpmap"
"67",".","26/02/15","24.443","1jumpmap"
"68","Bless","04/12/14","24.543","1jumpmap"
"69","Wolfeh","24/08/17","24.713","1jumpmap"
"70","[sf]fasadin","12/02/19","24.735","1jumpmap"
"71","Cryptile","19/08/12","24.773","1jumpmap"
"72","Qub","06/01/19","24.853","1jumpmap"
"73","Rambler","20/08/15","25.095","1jumpmap"
"74","[T9k]OxyTommy","20/10/13","25.424","1jumpmap"
"75","dnb","15/06/16","25.447","1jumpmap"
"76","kw4snY","02/11/13","25.623","1jumpmap"
"77","Serperior","21/08/17","26.447","1jumpmap"
"78","Barry_Allen","26/08/18","26.795","1jumpmap"
"79","75400379","26/09/18","27.179","1jumpmap"
"80","zerosignal","25/08/17","27.758","1jumpmap"
"81","PRO-kypop","15/06/16","28.024","1jumpmap"
"82","unit3D","19/12/14","28.124","1jumpmap"
"83","ne_pizdi","26/04/19","30.546","1jumpmap"
"84","Razer","23/10/15","30.939","1jumpmap"
"85","Death_Jump","27/09/13","31.648","1jumpmap"
"86","Gx^djpoppz","08/05/16","34.158","1jumpmap"
"1","Killa","19/08/18","7.872","2_race_r3"
"2","prd","06/05/16","7.900","2_race_r3"
"3","Lofas","01/07/14","8.039","2_race_r3"
"4","Zod","28/10/17","8.046","2_race_r3"
"5","Skyline","06/11/13","8.073","2_race_r3"
"6","rl","26/04/16","8.082","2_race_r3"
"7","KroPP","03/06/14","8.083","2_race_r3"
"8","(MCS)Faderjok","23/10/13","8.132","2_race_r3"
"9","santher","13/11/12","8.139","2_race_r3"
"10","cr33pz","19/03/14","8.153","2_race_r3"
"11","_PLAY_","19/03/14","8.257","2_race_r3"
"12","ace","28/10/17","8.303","2_race_r3"
"13","yogurt","05/05/12","8.352","2_race_r3"
"14","EnZ","21/06/12","8.553","2_race_r3"
"15","UniBG","02/06/12","8.562","2_race_r3"
"16","quazilin","11/10/17","8.568","2_race_r3"
"17","cka3ka","21/05/13","8.624","2_race_r3"
"18","^WhIzArD^","25/11/15","8.624","2_race_r3"
"19","ToxicMonkey^MZC","20/03/17","8.689","2_race_r3"
"20","snake","02/06/12","8.716","2_race_r3"
"21","g0rky","15/05/12","8.722","2_race_r3"
"22","APKIS","28/10/17","8.741","2_race_r3"
"23","Tofik","11/10/17","8.773","2_race_r3"
"24","Cleaner","28/10/17","8.816","2_race_r3"
"25","StardusT","21/06/12","8.829","2_race_r3"
"26","baknd","25/11/15","8.845","2_race_r3"
"27","Voety","07/08/13","8.860","2_race_r3"
"28","AK-47","14/07/14","8.860","2_race_r3"
"29","{G}oo{F}","26/10/15","8.886","2_race_r3"
"30","'OrangeTea'","14/11/19","8.887","2_race_r3"
"31","GreenJumper","23/03/14","8.887","2_race_r3"
"32","nbc.shadow_no","19/08/18","8.899","2_race_r3"
"33","75400379","26/11/18","8.915","2_race_r3"
"34","greedisgood210","12/08/18","8.942","2_race_r3"
"35","pablo","10/01/13","8.947","2_race_r3"
"36","Qub","19/10/13","8.965","2_race_r3"
"37","shabbatai","14/11/19","8.967","2_race_r3"
"38","[3M.ROSS]","06/11/13","8.982","2_race_r3"
"39","ricebiscuit","11/10/17","8.992","2_race_r3"
"40","&lt;&gt;","21/06/12","8.999","2_race_r3"
"41","ins","23/05/16","9.000","2_race_r3"
"42","m4tt1","02/11/19","9.002","2_race_r3"
"43","Sanja","19/09/12","9.031","2_race_r3"
"44","fish","21/06/12","9.035","2_race_r3"
"45","strc","06/05/16","9.045","2_race_r3"
"46","greenz","06/05/16","9.055","2_race_r3"
"47","zerosignal","28/10/17","9.064","2_race_r3"
"48","PRO-kypop","23/01/15","9.083","2_race_r3"
"49","Direktor","12/08/18","9.085","2_race_r3"
"50","Nephi","27/02/16","9.089","2_race_r3"
"51","Beepbeep","07/04/13","9.092","2_race_r3"
"52","maq","11/10/17","9.105","2_race_r3"
"53","stoned'","06/05/16","9.134","2_race_r3"
"54","Gusto","03/06/14","9.145","2_race_r3"
"55","Rambler","03/06/16","9.146","2_race_r3"
"56","Mako","06/05/16","9.167","2_race_r3"
"57","Bless","11/01/15","9.169","2_race_r3"
"58","cez","15/12/12","9.182","2_race_r3"
"59","bossmies","13/01/19","9.324","2_race_r3"
"60","Gx^djpoppz","08/05/16","9.414","2_race_r3"
"61","CreePy^","08/10/16","9.603","2_race_r3"
"62","Death_Jump","07/08/13","9.757","2_race_r3"
"63","Barry_Allen","19/08/19","10.051","2_race_r3"
"1","Goblin","02/11/19","27.466","2towers"
"2","n00k!e","16/06/14","27.826","2towers"
"3","Killa","25/08/19","28.306","2towers"
"4","yogurt","02/11/19","28.733","2towers"
"5","APKIS","13/07/15","29.815","2towers"
"6","Direktor","02/11/19","30.699","2towers"
"7","rl","13/08/12","30.861","2towers"
"8","santher","03/06/12","31.078","2towers"
"9","_PLAY_","17/01/13","31.192","2towers"
"10","75400379","17/12/17","31.295","2towers"
"11","bossmies","02/11/19","31.352","2towers"
"12","Casper","29/12/15","31.741","2towers"
"13","[3M.ROSS]","17/02/14","33.860","2towers"
"14","fish","03/05/12","33.875","2towers"
"15","masta","16/06/14","34.420","2towers"
"16","Idaho","02/04/16","36.302","2towers"
"17","'OrangeTea'","04/04/19","37.500","2towers"
"18","cr33pz","08/01/13","37.993","2towers"
"19","slugsk!e","21/11/12","38.387","2towers"
"20","Sanja","03/06/12","38.579","2towers"
"21","Kr3w","17/12/17","39.146","2towers"
"22","kNoC","08/01/13","39.742","2towers"
"23","EnZ","05/05/12","40.591","2towers"
"24","quazilin","31/01/13","40.721","2towers"
"25","rav","17/02/14","41.274","2towers"
"26","nbc.shadow_no","02/04/16","42.636","2towers"
"27","Castro","06/02/14","45.357","2towers"
"28","g0rky","05/12/12","47.456","2towers"
"29","ace","16/07/19","54.820","2towers"
"30","Rambler","13/06/16","56.410","2towers"
"31","zerosignal","17/12/17","60.903","2towers"
"32","Barry_Allen","11/08/19","60.917","2towers"
"33","PRO-kypop","06/04/16","71.229","2towers"
"34","cka3ka","23/12/14","76.961","2towers"
"35","grigori","07/09/12","123.441","2towers"
"36","^WhIzArD^","16/06/14","162.770","2towers"
"1","Killa","12/10/18","65.569","3013"
"2","prd","14/07/16","66.521","3013"
"3","Lofas","03/01/16","66.977","3013"
"4","Castro","12/10/18","67.301","3013"
"5","n00k!e","29/12/12","67.621","3013"
"6","ace","15/07/16","68.089","3013"
"7","Casper","04/01/16","68.090","3013"
"8","(MCS)Faderjok","15/07/13","68.106","3013"
"9","Stoner","07/12/12","68.507","3013"
"10","_PLAY_","27/12/18","68.978","3013"
"11","snake","29/12/12","69.068","3013"
"12","cr33pz","26/07/13","70.288","3013"
"13","zerosignal","27/12/18","70.510","3013"
"14",":pP:Izanag","03/01/16","71.249","3013"
"15","Beepbeep","20/01/13","71.335","3013"
"16","Kr3w","04/01/16","71.352","3013"
"17","DRK","07/12/12","71.954","3013"
"18","Direktor","27/12/18","72.266","3013"
"19","bossmies","15/02/19","73.660","3013"
"20","yogurt","07/12/12","76.396","3013"
"21","Squaah","14/10/14","79.020","3013"
"22","Barry_Allen","11/08/19","80.312","3013"
"23","}}Wetarded{{","24/07/17","92.697","3013"
"24","Idaho","17/01/13","99.810","3013"
"25","ins","05/03/18","109.825","3013"
"26","PRO-kypop","10/04/18","122.273","3013"
"27","masta","30/04/14","126.541","3013"
"28","[3M.ROSS]","03/01/16","130.572","3013"
"29","CodeBlack","29/04/14","142.302","3013"
"30","slugsk!e","20/01/13","162.421","3013"
"31","xcrx","29/07/13","282.322","3013"
"1","Killa","03/01/19","17.183","4c3jump1"
"2","Lofas","10/07/13","17.363","4c3jump1"
"3","ds.ads","04/10/12","17.385","4c3jump1"
"4","Stoner","04/10/12","17.678","4c3jump1"
"5","g0rky","05/12/12","17.685","4c3jump1"
"6","_SK3L3T0R_","10/07/13","17.980","4c3jump1"
"7","Empire","21/10/14","18.478","4c3jump1"
"8","UniBG","06/06/12","18.523","4c3jump1"
"9","_PLAY_","10/07/13","18.592","4c3jump1"
"10","cr33pz","27/06/14","18.772","4c3jump1"
"11","ace","21/10/14","18.978","4c3jump1"
"12","prd","21/10/14","19.025","4c3jump1"
"13","StalkerKoffie","10/07/13","19.240","4c3jump1"
"14","Cleaner","23/04/17","19.351","4c3jump1"
"15","slugsk!e","02/05/12","19.356","4c3jump1"
"16","^WhIzArD^","08/06/15","19.490","4c3jump1"
"17","RoN!N","27/06/14","19.604","4c3jump1"
"18","fish","24/04/12","19.756","4c3jump1"
"19","[TURD]BURGER","19/09/13","20.098","4c3jump1"
"20","Wolfeh","08/06/15","20.212","4c3jump1"
"21","[3M.ROSS]","11/09/14","20.366","4c3jump1"
"22","buzt3r","14/01/16","20.407","4c3jump1"
"23","NLO","21/10/14","20.771","4c3jump1"
"24","Rambler","03/01/19","20.782","4c3jump1"
"25","Den4ik","21/10/14","21.544","4c3jump1"
"26","rav","04/04/13","22.014","4c3jump1"
"27","Bless","26/08/13","22.243","4c3jump1"
"28","dnb","03/01/19","22.309","4c3jump1"
"29","quazilin","02/04/14","22.736","4c3jump1"
"30","[DARF]BALLS","26/08/13","22.927","4c3jump1"
"31","kNoC","05/12/12","23.172","4c3jump1"
"32","Idaho","02/04/16","24.027","4c3jump1"
"33","}}Wetarded{{","28/09/17","24.122","4c3jump1"
"34","Johnson","05/12/12","24.316","4c3jump1"
"35","Casper","06/03/14","28.275","4c3jump1"
"36","Gx^djpoppz","08/05/16","29.089","4c3jump1"
"37","PRO-kypop","07/12/16","30.531","4c3jump1"
"38","cka3ka","06/08/15","38.955","4c3jump1"
"39","bossmies","16/02/19","40.852","4c3jump1"
"40","ins","13/10/18","43.590","4c3jump1"
"41","'OrangeTea'","08/11/19","44.916","4c3jump1"
"42","Direktor","07/03/19","45.653","4c3jump1"
"43","Qub","06/01/19","53.385","4c3jump1"
"44","Dusk","21/11/19","58.593","4c3jump1"
"45","75400379","27/11/18","84.634","4c3jump1"
"46","Gouki","08/05/16","89.285","4c3jump1"
"47","zerosignal","14/02/18","97.876","4c3jump1"
"48","TehChaoz","26/10/13","104.303","4c3jump1"
"49","Ratiosu","11/04/16","139.518","4c3jump1"
"1","Killa","06/02/19","10.417","4c3jump2"
"2","prd","24/11/18","10.598","4c3jump2"
"3","Lofas","07/11/13","10.807","4c3jump2"
"4","fish","24/11/18","11.513","4c3jump2"
"5","yogurt","22/09/19","11.517","4c3jump2"
"6","DRK","03/01/13","11.910","4c3jump2"
"7","SBL","22/09/19","12.006","4c3jump2"
"8","ace","10/12/18","12.125","4c3jump2"
"9","Bezel","26/07/13","16.055","4c3jump2"
"10","Castro","07/11/13","16.360","4c3jump2"
"11","}}Wetarded{{","31/12/17","16.460","4c3jump2"
"12","g0rky","13/09/12","16.835","4c3jump2"
"13","slugsk!e","02/05/12","16.839","4c3jump2"
"14","baknd","07/11/13","17.822","4c3jump2"
"15","quazilin","07/11/13","17.896","4c3jump2"
"16","maq","31/12/17","18.116","4c3jump2"
"17","(MCS)Faderjok","19/04/14","18.290","4c3jump2"
"18","^WhIzArD^","15/01/16","18.552","4c3jump2"
"19","[3M.ROSS]","01/11/13","18.595","4c3jump2"
"20","Voety","03/01/13","18.660","4c3jump2"
"21","'OrangeTea'","24/07/12","18.763","4c3jump2"
"22","kNoC","20/01/13","18.951","4c3jump2"
"23","XtraGhost","10/12/18","20.005","4c3jump2"
"24","_PLAY_","04/11/12","20.619","4c3jump2"
"25","pablo","22/01/13","20.920","4c3jump2"
"26","heat_me.Jr","17/10/14","20.959","4c3jump2"
"27","Reverence","03/01/13","21.457","4c3jump2"
"28","CodeBlack","13/04/12","21.626","4c3jump2"
"29","ToxicMonkey^MZC","10/04/12","22.480","4c3jump2"
"30","Johnson","04/11/12","24.201","4c3jump2"
"31","Direktor","07/03/19","24.331","4c3jump2"
"32","Rambler","13/02/17","24.585","4c3jump2"
"33","cka3ka","29/12/13","25.040","4c3jump2"
"34","75400379","07/11/18","25.500","4c3jump2"
"35","Barry_Allen","22/09/19","25.780","4c3jump2"
"36","kw4snY","01/11/13","27.188","4c3jump2"
"37","rav","01/04/14","27.434","4c3jump2"
"38","CreePy^","26/02/17","27.800","4c3jump2"
"39","Ceth","26/08/14","29.663","4c3jump2"
"40","przypal","01/04/14","30.961","4c3jump2"
"41","Plajjump","01/11/13","32.839","4c3jump2"
"42","Gusto","04/12/15","35.285","4c3jump2"
"43","bossmies","20/11/19","39.897","4c3jump2"
"44","Bless","31/12/14","40.634","4c3jump2"
"45","TehChaoz","18/09/13","44.849","4c3jump2"
"46","Tofik","28/05/18","51.141","4c3jump2"
"47","cez","03/01/13","69.674","4c3jump2"
"48","ins","02/04/16","78.253","4c3jump2"
"49","zerosignal","31/12/17","108.001","4c3jump2"
"1","Killa","16/08/19","14.275","4c3jump3"
"2","Goblin","04/07/19","14.366","4c3jump3"
"3","Lofas","12/07/13","14.478","4c3jump3"
"4","ds.ads","02/11/12","15.087","4c3jump3"
"5","EnZ","27/11/12","15.356","4c3jump3"
"6","Rambler","21/03/16","15.409","4c3jump3"
"7","greedisgood210","16/02/19","15.997","4c3jump3"
"8","ace","24/06/15","16.009","4c3jump3"
"9","bossmies","25/03/19","16.215","4c3jump3"
"10","g0rky","02/11/12","16.366","4c3jump3"
"11","quazilin","03/01/14","16.515","4c3jump3"
"12","nbc.shadow_no","30/04/18","16.761","4c3jump3"
"13","_PLAY_","02/11/12","16.865","4c3jump3"
"14",":pP:Izanag","25/03/19","16.889","4c3jump3"
"15","StardusT","01/08/12","16.964","4c3jump3"
"16","[3M.ROSS]","22/06/14","16.982","4c3jump3"
"17","randy","21/03/16","17.010","4c3jump3"
"18","PopS","30/04/18","17.267","4c3jump3"
"19","yogurt","24/07/12","17.280","4c3jump3"
"20","fish","02/11/12","17.743","4c3jump3"
"21","Tofik","30/04/18","17.801","4c3jump3"
"22","kNoC","25/03/13","17.814","4c3jump3"
"23","Kr3w","02/11/12","18.008","4c3jump3"
