pos,name,time,map,first,perc_from_first
3,Castro,39.453,stubbsyjump24,33.854,14.19%
4,APKIS,42.461,stubbsyjump24,33.854,20.27%
5,neoxotb,44.494,stubbsyjump24,33.854,23.91%
6,glide^,46.501,stubbsyjump24,33.854,27.20%
7,a2ha,47.001,stubbsyjump24,33.854,27.97%
8,}}Wetarded{{,47.026,stubbsyjump24,33.854,28.01%
9,ace,47.46,stubbsyjump24,33.854,28.67%
10,zerosignal,48.416,stubbsyjump24,33.854,30.08%
11,WhiteDemoN,48.478,stubbsyjump24,33.854,30.17%
12,yogurt,49.456,stubbsyjump24,33.854,31.55%
13,Mako,51.459,stubbsyjump24,33.854,34.21%
14,Cleaner,52.108,stubbsyjump24,33.854,35.03%
15,slugsk!e,52.636,stubbsyjump24,33.854,35.68%
16,^WhIzArD^,55.102,stubbsyjump24,33.854,38.56%
17,_PLAY_,57.434,stubbsyjump24,33.854,41.06%
18,GreenJumper,57.843,stubbsyjump24,33.854,41.47%
19,step,59.957,stubbsyjump24,33.854,43.54%
20,nbc.shadow_no,60.718,stubbsyjump24,33.854,44.24%
21,rav,64.248,stubbsyjump24,33.854,47.31%
22,Idaho,68.227,stubbsyjump24,33.854,50.38%
23,dem1se,69.89,stubbsyjump24,33.854,51.56%
24,Death_Jump,71.162,stubbsyjump24,33.854,52.43%
25,R:ee,74.072,stubbsyjump24,33.854,54.30%
26,Caboom,74.261,stubbsyjump24,33.854,54.41%
27,quazilin,74.335,stubbsyjump24,33.854,54.46%
28,[3M.ROSS],76.858,stubbsyjump24,33.854,55.95%
29,pablo,82.288,stubbsyjump24,33.854,58.86%
30,Rambler,82.35,stubbsyjump24,33.854,58.89%
31,kNoC,88.617,stubbsyjump24,33.854,61.80%
32,car^^,89.544,stubbsyjump24,33.854,62.19%
33,Razer,96.076,stubbsyjump24,33.854,64.76%
34,ins,96.185,stubbsyjump24,33.854,64.80%
35,ds.ads,99.181,stubbsyjump24,33.854,65.87%
36,cka3ka,106.156,stubbsyjump24,33.854,68.11%
37,kw4snY,118.085,stubbsyjump24,33.854,71.33%
38,75400379,127.014,stubbsyjump24,33.854,73.35%
39,ToxicMonkey^MZC,130.564,stubbsyjump24,33.854,74.07%
40,deadfroggy,143.644,stubbsyjump24,33.854,76.43%
41,Barry_Allen,146.941,stubbsyjump24,33.854,76.96%
42,fish,176.3,stubbsyjump24,33.854,80.80%
43,Plajjump,194.576,stubbsyjump24,33.854,82.60%
44,Qub,199.038,stubbsyjump24,33.854,82.99%
45,grigori,233.797,stubbsyjump24,33.854,85.52%
46,qt,337.149,stubbsyjump24,33.854,89.96%
47,everlast,425.083,stubbsyjump24,33.854,92.04%
48,CentriX,524.991,stubbsyjump24,33.854,93.55%
1,yogurt,33.149,stubbsyjump25,33.149,0.00%
2,APKIS,33.459,stubbsyjump25,33.149,0.93%
3,KroPP,33.637,stubbsyjump25,33.149,1.45%
4,rl,34.59,stubbsyjump25,33.149,4.17%
5,neoxotb,34.983,stubbsyjump25,33.149,5.24%
6,maq,35.913,stubbsyjump25,33.149,7.70%
7,glide^,36.002,stubbsyjump25,33.149,7.92%
8,Castro,36.266,stubbsyjump25,33.149,8.59%
9,Cleaner,36.911,stubbsyjump25,33.149,10.19%
10,step,37.03,stubbsyjump25,33.149,10.48%
11,_PLAY_,37.152,stubbsyjump25,33.149,10.77%
12,slugsk!e,37.295,stubbsyjump25,33.149,11.12%
13,EnZ,37.673,stubbsyjump25,33.149,12.01%
14,Caboom,37.815,stubbsyjump25,33.149,12.34%
15,Idaho,38.288,stubbsyjump25,33.149,13.42%
16,[3M.ROSS],39.316,stubbsyjump25,33.149,15.69%
17,nbc.shadow_no,39.328,stubbsyjump25,33.149,15.71%
18,santher,39.617,stubbsyjump25,33.149,16.33%
19,Sanja,40.362,stubbsyjump25,33.149,17.87%
20,mule_0wnz,40.435,stubbsyjump25,33.149,18.02%
21,RoN!N,41.244,stubbsyjump25,33.149,19.63%
22,StardusT,42.7,stubbsyjump25,33.149,22.37%
23,Julfisk,42.816,stubbsyjump25,33.149,22.58%
24,ToxicMonkey^MZC,45.051,stubbsyjump25,33.149,26.42%
25,kw4snY,53.113,stubbsyjump25,33.149,37.59%
26,dnb,55.225,stubbsyjump25,33.149,39.97%
27,^WhIzArD^,56.04,stubbsyjump25,33.149,40.85%
28,Rambler,57.219,stubbsyjump25,33.149,42.07%
29,heat_me.Jr,60.06,stubbsyjump25,33.149,44.81%
30,}}Wetarded{{,60.888,stubbsyjump25,33.149,45.56%
31,PRO-kypop,63.256,stubbsyjump25,33.149,47.60%
32,fish,77.369,stubbsyjump25,33.149,57.15%
33,ins,90.648,stubbsyjump25,33.149,63.43%
34,kNoC,122.472,stubbsyjump25,33.149,72.93%
35,75400379,137.539,stubbsyjump25,33.149,75.90%
36,metzger,181.602,stubbsyjump25,33.149,81.75%
37,zerosignal,186.235,stubbsyjump25,33.149,82.20%
38,Plajjump,311.471,stubbsyjump25,33.149,89.36%
39,Barry_Allen,509.553,stubbsyjump25,33.149,93.49%
1,Goblin,60.298,stubbsyjump26,60.298,0.00%
2,APKIS,64.908,stubbsyjump26,60.298,7.10%
3,n00k!e,74.183,stubbsyjump26,60.298,18.72%
4,Casper,88.856,stubbsyjump26,60.298,32.14%
5,Idaho,105.805,stubbsyjump26,60.298,43.01%
6,Cleaner,116.844,stubbsyjump26,60.298,48.39%
7,nbc.shadow_no,137.443,stubbsyjump26,60.298,56.13%
8,_PLAY_,153.825,stubbsyjump26,60.298,60.80%
9,^WhIzArD^,154.486,stubbsyjump26,60.298,60.97%
10,RoN!N,155.952,stubbsyjump26,60.298,61.34%
11,zerosignal,157.003,stubbsyjump26,60.298,61.59%
12,maq,158.55,stubbsyjump26,60.298,61.97%
13,a2ha,162.991,stubbsyjump26,60.298,63.01%
14,ace,163.728,stubbsyjump26,60.298,63.17%
15,}}Wetarded{{,178.248,stubbsyjump26,60.298,66.17%
16,Rambler,188.112,stubbsyjump26,60.298,67.95%
17,slugsk!e,189.518,stubbsyjump26,60.298,68.18%
18,Player,213.934,stubbsyjump26,60.298,71.81%
19,step,324.3,stubbsyjump26,60.298,81.41%
20,ins,363.774,stubbsyjump26,60.298,83.42%
21,Castro,391.315,stubbsyjump26,60.298,84.59%
22,kNoC,2095.493,stubbsyjump26,60.298,97.12%
1,KroPP,113.401,stubbsyjump27,113.401,0.00%
2,Lofas,115.439,stubbsyjump27,113.401,1.77%
3,APKIS,116.037,stubbsyjump27,113.401,2.27%
4,Stoner,118.147,stubbsyjump27,113.401,4.02%
5,ace,127.683,stubbsyjump27,113.401,11.19%
6,75400379,129.277,stubbsyjump27,113.401,12.28%
7,}}Wetarded{{,134.284,stubbsyjump27,113.401,15.55%
8,neoxotb,139.158,stubbsyjump27,113.401,18.51%
9,WhiteDemoN,161.268,stubbsyjump27,113.401,29.68%
10,ins,166.901,stubbsyjump27,113.401,32.05%
11,Nubcake,179.494,stubbsyjump27,113.401,36.82%
12,XtraGhost,187.748,stubbsyjump27,113.401,39.60%
13,[sf]fasadin,207.288,stubbsyjump27,113.401,45.29%
14,yogurt,216.555,stubbsyjump27,113.401,47.63%
15,quazilin,243.487,stubbsyjump27,113.401,53.43%
16,buzt3r,313.537,stubbsyjump27,113.401,63.83%
17,nbc.shadow_no,343.392,stubbsyjump27,113.401,66.98%
18,slugsk!e,351.399,stubbsyjump27,113.401,67.73%
19,zerosignal,382.494,stubbsyjump27,113.401,70.35%
20,PRO-kypop,450.249,stubbsyjump27,113.401,74.81%
1,KroPP,38.183,stubbsyjump28,38.183,0.00%
2,Lofas,39.484,stubbsyjump28,38.183,3.30%
3,slugsk!e,43.664,stubbsyjump28,38.183,12.55%
4,Killa,46.376,stubbsyjump28,38.183,17.67%
5,ace,46.994,stubbsyjump28,38.183,18.75%
6,RoN!N,47.796,stubbsyjump28,38.183,20.11%
7,maq,48.18,stubbsyjump28,38.183,20.75%
8,mordo,49.771,stubbsyjump28,38.183,23.28%
9,Direktor,50.652,stubbsyjump28,38.183,24.62%
10,Cleaner,51.747,stubbsyjump28,38.183,26.21%
11,Beepbeep,51.929,stubbsyjump28,38.183,26.47%
12,a2ha,52.876,stubbsyjump28,38.183,27.79%
13,PRO-kypop,54.193,stubbsyjump28,38.183,29.54%
14,zerosignal,54.923,stubbsyjump28,38.183,30.48%
15,Idaho,60.485,stubbsyjump28,38.183,36.87%
16,[3M.ROSS],65.356,stubbsyjump28,38.183,41.58%
17,Kr3w,70.2,stubbsyjump28,38.183,45.61%
18,shpongle,72.228,stubbsyjump28,38.183,47.14%
19,g0rky,72.685,stubbsyjump28,38.183,47.47%
20,quazilin,74.938,stubbsyjump28,38.183,49.05%
21,CodeBlack,77.412,stubbsyjump28,38.183,50.68%
22,DinisKo,87.886,stubbsyjump28,38.183,56.55%
23,Turbo,96.19,stubbsyjump28,38.183,60.30%
24,cr33pz,99.434,stubbsyjump28,38.183,61.60%
25,^WhIzArD^,105.102,stubbsyjump28,38.183,63.67%
26,75400379,151.136,stubbsyjump28,38.183,74.74%
27,Int0xiKated,187.073,stubbsyjump28,38.183,79.59%
28,Mehis,232.104,stubbsyjump28,38.183,83.55%
29,randy,239.256,stubbsyjump28,38.183,84.04%
30,ins,326.77,stubbsyjump28,38.183,88.32%
31,ToxicMonkey^MZC,382.855,stubbsyjump28,38.183,90.03%
32,massie,399.941,stubbsyjump28,38.183,90.45%
1,yogurt,31.033,stubbsyjump29,31.033,0.00%
2,APKIS,31.278,stubbsyjump29,31.033,0.78%
3,Lofas,31.842,stubbsyjump29,31.033,2.54%
4,KroPP,32.007,stubbsyjump29,31.033,3.04%
5,Killa,32.386,stubbsyjump29,31.033,4.18%
6,neoxotb,33.262,stubbsyjump29,31.033,6.70%
7,UniBG,33.792,stubbsyjump29,31.033,8.16%
8,snake,34.641,stubbsyjump29,31.033,10.42%
9,bossmies,34.965,stubbsyjump29,31.033,11.25%
10,Castro,35.523,stubbsyjump29,31.033,12.64%
11,}}Wetarded{{,36.089,stubbsyjump29,31.033,14.01%
12,EnZ,36.1,stubbsyjump29,31.033,14.04%
13,Casper,36.275,stubbsyjump29,31.033,14.45%
14,_PLAY_,37.788,stubbsyjump29,31.033,17.88%
15,[3M.ROSS],38.504,stubbsyjump29,31.033,19.40%
16,mordo,38.652,stubbsyjump29,31.033,19.71%
17,XtraGhost,39.112,stubbsyjump29,31.033,20.66%
18,Rambler,40.656,stubbsyjump29,31.033,23.67%
19,75400379,43.019,stubbsyjump29,31.033,27.86%
20,dnb,43.523,stubbsyjump29,31.033,28.70%
21,fish,43.864,stubbsyjump29,31.033,29.25%
22,Beepbeep,44.224,stubbsyjump29,31.033,29.83%
23,step,46.328,stubbsyjump29,31.033,33.01%
24,rav,48.043,stubbsyjump29,31.033,35.41%
25,Mako,48.094,stubbsyjump29,31.033,35.47%
26,CreePy^,48.339,stubbsyjump29,31.033,35.80%
27,'OrangeTea',48.597,stubbsyjump29,31.033,36.14%
28,slugsk!e,52.77,stubbsyjump29,31.033,41.19%
29,ToxicMonkey^MZC,53.145,stubbsyjump29,31.033,41.61%
30,Razer,54.324,stubbsyjump29,31.033,42.87%
31,baknd,61.119,stubbsyjump29,31.033,49.23%
32,PRO-kypop,63.995,stubbsyjump29,31.033,51.51%
33,ins,67.87,stubbsyjump29,31.033,54.28%
34,cka3ka,78.268,stubbsyjump29,31.033,60.35%
35,Voety,85.777,stubbsyjump29,31.033,63.82%
36,zerosignal,113.288,stubbsyjump29,31.033,72.61%
37,Turbo,122.498,stubbsyjump29,31.033,74.67%
38,:pP:Izanag,137.101,stubbsyjump29,31.033,77.36%
39,Johnson,139.057,stubbsyjump29,31.033,77.68%
40,przypal,146.61,stubbsyjump29,31.033,78.83%
41,Julfisk,189.348,stubbsyjump29,31.033,83.61%
1,APKIS,24.068,stubbsyjump3,24.068,0.00%
2,KroPP,24.494,stubbsyjump3,24.068,1.74%
3,rl,25.492,stubbsyjump3,24.068,5.59%
4,neoxotb,26.047,stubbsyjump3,24.068,7.60%
5,mule_0wnz,26.182,stubbsyjump3,24.068,8.07%
6,[sf]fasadin,26.205,stubbsyjump3,24.068,8.15%
7,yogurt,26.407,stubbsyjump3,24.068,8.86%
8,zerosignal,32.001,stubbsyjump3,24.068,24.79%
9,Castro,34.566,stubbsyjump3,24.068,30.37%
10,Cleaner,34.617,stubbsyjump3,24.068,30.47%
11,ace,36.292,stubbsyjump3,24.068,33.68%
12,Rambler,36.551,stubbsyjump3,24.068,34.15%
13,[3M.ROSS],36.723,stubbsyjump3,24.068,34.46%
14,masta,38.778,stubbsyjump3,24.068,37.93%
15,^WhIzArD^,43.923,stubbsyjump3,24.068,45.20%
16,}}Wetarded{{,44.222,stubbsyjump3,24.068,45.57%
17,mordo,51.381,stubbsyjump3,24.068,53.16%
18,Nightfall,60.631,stubbsyjump3,24.068,60.30%
19,Turbo,66.559,stubbsyjump3,24.068,63.84%
20,_PLAY_,74.459,stubbsyjump3,24.068,67.68%
21,75400379,78.28,stubbsyjump3,24.068,69.25%
22,PRO-kypop,82.351,stubbsyjump3,24.068,70.77%
23,4Bidden,116.541,stubbsyjump3,24.068,79.35%
24,nbc.shadow_no,147.7,stubbsyjump3,24.068,83.70%
1,Lofas,119.069,stubbsyjump30,119.069,0.00%
2,n00k!e,127.752,stubbsyjump30,119.069,6.80%
3,Stoner,167.291,stubbsyjump30,119.069,28.83%
4,KroPP,167.326,stubbsyjump30,119.069,28.84%
5,Killa,175.683,stubbsyjump30,119.069,32.23%
6,SBL,190.56,stubbsyjump30,119.069,37.52%
7,yogurt,200.162,stubbsyjump30,119.069,40.51%
8,mordo,219.249,stubbsyjump30,119.069,45.69%
9,ace,233.532,stubbsyjump30,119.069,49.01%
10,a2ha,239.088,stubbsyjump30,119.069,50.20%
11,Rambler,244.42,stubbsyjump30,119.069,51.29%
12,Idaho,281.636,stubbsyjump30,119.069,57.72%
13,Castro,292.22,stubbsyjump30,119.069,59.25%
14,Cleaner,320.989,stubbsyjump30,119.069,62.91%
15,EnZ,322.833,stubbsyjump30,119.069,63.12%
16,fish,373.433,stubbsyjump30,119.069,68.12%
17,75400379,400.974,stubbsyjump30,119.069,70.31%
18,step,402.165,stubbsyjump30,119.069,70.39%
19,Nephi,420.287,stubbsyjump30,119.069,71.67%
20,Den4ik,421.92,stubbsyjump30,119.069,71.78%
21,}}Wetarded{{,435.327,stubbsyjump30,119.069,72.65%
22,Nightfall,472.131,stubbsyjump30,119.069,74.78%
23,slugsk!e,567.85,stubbsyjump30,119.069,79.03%
24,Beepbeep,672.487,stubbsyjump30,119.069,82.29%
25,Kr3w,699.929,stubbsyjump30,119.069,82.99%
26,zerosignal,800.493,stubbsyjump30,119.069,85.13%
27,mule_0wnz,954.388,stubbsyjump30,119.069,87.52%
28,nbc.shadow_no,1557.667,stubbsyjump30,119.069,92.36%
29,Turbo,1558.302,stubbsyjump30,119.069,92.36%
30,CreePy^,2102.424,stubbsyjump30,119.069,94.34%
1,APKIS,116.851,stubbsyjump31,116.851,0.00%
2,Goblin,194.027,stubbsyjump31,116.851,39.78%
3,n00k!e,207.375,stubbsyjump31,116.851,43.65%
4,prd,277.774,stubbsyjump31,116.851,57.93%
5,Lofas,640.478,stubbsyjump31,116.851,81.76%
1,KroPP,105.104,stubbsyjump32,105.104,0.00%
2,prd,131.4,stubbsyjump32,105.104,20.01%
3,APKIS,152.566,stubbsyjump32,105.104,31.11%
4,Lofas,206.292,stubbsyjump32,105.104,49.05%
5,mordo,251.348,stubbsyjump32,105.104,58.18%
6,zerosignal,666.474,stubbsyjump32,105.104,84.23%
1,Castro,78.495,stubbsyjump33,78.495,0.00%
2,santher,79.756,stubbsyjump33,78.495,1.58%
3,draxi,87.996,stubbsyjump33,78.495,10.80%
4,ace,90.325,stubbsyjump33,78.495,13.10%
5,SBL,106.031,stubbsyjump33,78.495,25.97%
6,75400379,120.902,stubbsyjump33,78.495,35.08%
7,}}Wetarded{{,133.65,stubbsyjump33,78.495,41.27%
8,g0rky,154.023,stubbsyjump33,78.495,49.04%
9,nbc.shadow_no,164.556,stubbsyjump33,78.495,52.30%
10,ins,174.438,stubbsyjump33,78.495,55.00%
11,Direktor,194.955,stubbsyjump33,78.495,59.74%
12,Rambler,382.949,stubbsyjump33,78.495,79.50%
13,_PLAY_,447.046,stubbsyjump33,78.495,82.44%
14,zerosignal,551.148,stubbsyjump33,78.495,85.76%
15,maq,869.812,stubbsyjump33,78.495,90.98%
16,Tofik,1832.183,stubbsyjump33,78.495,95.72%
1,Lofas,147.829,stubbsyjump34,147.829,0.00%
2,n00k!e,173.264,stubbsyjump34,147.829,14.68%
3,santher,251.862,stubbsyjump34,147.829,41.31%
4,a2ha,456.738,stubbsyjump34,147.829,67.63%
5,ace,564.211,stubbsyjump34,147.829,73.80%
6,zerosignal,824.035,stubbsyjump34,147.829,82.06%
7,Beepbeep,1126.89,stubbsyjump34,147.829,86.88%
8,Rambler,1255.855,stubbsyjump34,147.829,88.23%
9,Caboom,1378.495,stubbsyjump34,147.829,89.28%
1,KroPP,84.358,stubbsyjump35,84.358,0.00%
2,ace,269.54,stubbsyjump35,84.358,68.70%
3,a2ha,403.723,stubbsyjump35,84.358,79.10%
4,zerosignal,777.657,stubbsyjump35,84.358,89.15%
1,Goblin,68.316,stubbsyjump36,68.316,0.00%
2,KroPP,83.9,stubbsyjump36,68.316,18.57%
3,Lofas,118.64,stubbsyjump36,68.316,42.42%
4,Killa,164.914,stubbsyjump36,68.316,58.57%
5,APKIS,280.941,stubbsyjump36,68.316,75.68%
6,zerosignal,534.489,stubbsyjump36,68.316,87.22%
1,APKIS,122.041,stubbsyjump37,122.041,0.00%
2,Lofas,135.458,stubbsyjump37,122.041,9.90%
3,ace,216.582,stubbsyjump37,122.041,43.65%
4,75400379,261.596,stubbsyjump37,122.041,53.35%
5,KroPP,319.864,stubbsyjump37,122.041,61.85%
6,santher,601.81,stubbsyjump37,122.041,79.72%
7,Rambler,2599.915,stubbsyjump37,122.041,95.31%
8,zerosignal,3698.157,stubbsyjump37,122.041,96.70%
1,Lofas,83.967,stubbsyjump38,83.967,0.00%
2,KroPP,145.836,stubbsyjump38,83.967,42.42%
3,mordo,171.881,stubbsyjump38,83.967,51.15%
4,Rambler,180.881,stubbsyjump38,83.967,53.58%
5,prd,193.712,stubbsyjump38,83.967,56.65%
6,Killa,203.098,stubbsyjump38,83.967,58.66%
7,Stoner,255.216,stubbsyjump38,83.967,67.10%
8,a2ha,319.695,stubbsyjump38,83.967,73.74%
9,}}Wetarded{{,359.961,stubbsyjump38,83.967,76.67%
10,75400379,438.607,stubbsyjump38,83.967,80.86%
11,quazilin,456.872,stubbsyjump38,83.967,81.62%
12,fish,527.819,stubbsyjump38,83.967,84.09%
13,zerosignal,1111.567,stubbsyjump38,83.967,92.45%
1,APKIS,202.612,stubbsyjump39,202.612,0.00%
2,Lofas,274.33,stubbsyjump39,202.612,26.14%
3,KroPP,442.015,stubbsyjump39,202.612,54.16%
4,Stoner,631.204,stubbsyjump39,202.612,67.90%
5,ace,801.897,stubbsyjump39,202.612,74.73%
6,prd,1224.47,stubbsyjump39,202.612,83.45%
7,4Bidden,1226.131,stubbsyjump39,202.612,83.48%
8,zerosignal,4326.57,stubbsyjump39,202.612,95.32%
1,APKIS,42.921,stubbsyjump4,42.921,0.00%
2,Castro,46.769,stubbsyjump4,42.921,8.23%
3,ins,49.357,stubbsyjump4,42.921,13.04%
4,[3M.ROSS],50.623,stubbsyjump4,42.921,15.21%
5,ace,54.179,stubbsyjump4,42.921,20.78%
6,Direktor,55.499,stubbsyjump4,42.921,22.66%
7,nbc.shadow_no,56.188,stubbsyjump4,42.921,23.61%
8,zerosignal,57.649,stubbsyjump4,42.921,25.55%
9,Sanja,61.866,stubbsyjump4,42.921,30.62%
10,}}Wetarded{{,64.145,stubbsyjump4,42.921,33.09%
11,Rambler,69.664,stubbsyjump4,42.921,38.39%
12,Beepbeep,74.042,stubbsyjump4,42.921,42.03%
13,shpongle,84.88,stubbsyjump4,42.921,49.43%
14,CreePy^,86.027,stubbsyjump4,42.921,50.11%
15,Wolfeh,86.702,stubbsyjump4,42.921,50.50%
16,CodeBlack,90.398,stubbsyjump4,42.921,52.52%
17,rav,90.617,stubbsyjump4,42.921,52.63%
18,quazilin,102.787,stubbsyjump4,42.921,58.24%
19,Nightfall,108.226,stubbsyjump4,42.921,60.34%
20,Cleaner,129.662,stubbsyjump4,42.921,66.90%
21,4Bidden,170.284,stubbsyjump4,42.921,74.79%
22,75400379,213.909,stubbsyjump4,42.921,79.93%
1,Lofas,199.81,stubbsyjump40,199.81,0.00%
2,n00k!e,220.301,stubbsyjump40,199.81,9.30%
3,KroPP,252.909,stubbsyjump40,199.81,21.00%
4,Castro,347.87,stubbsyjump40,199.81,42.56%
5,}}Wetarded{{,530.565,stubbsyjump40,199.81,62.34%
6,Killa,567.864,stubbsyjump40,199.81,64.81%
7,4Bidden,592,stubbsyjump40,199.81,66.25%
8,ace,782.203,stubbsyjump40,199.81,74.46%
9,Casper,811.392,stubbsyjump40,199.81,75.37%
10,Stoner,868.031,stubbsyjump40,199.81,76.98%
11,Cleaner,891.865,stubbsyjump40,199.81,77.60%
12,Caboom,917.772,stubbsyjump40,199.81,78.23%
13,APKIS,980.728,stubbsyjump40,199.81,79.63%
14,a2ha,1251.156,stubbsyjump40,199.81,84.03%
15,^WhIzArD^,1441.895,stubbsyjump40,199.81,86.14%
16,DM,1498.052,stubbsyjump40,199.81,86.66%
17,zerosignal,3805.762,stubbsyjump40,199.81,94.75%
1,KroPP,58.247,stubbsyjump41,58.247,0.00%
2,prd,65.428,stubbsyjump41,58.247,10.98%
3,Killa,70.7,stubbsyjump41,58.247,17.61%
4,Castro,77.899,stubbsyjump41,58.247,25.23%
5,}}Wetarded{{,80.367,stubbsyjump41,58.247,27.52%
6,zerosignal,109.904,stubbsyjump41,58.247,47.00%
7,DRK,118.191,stubbsyjump41,58.247,50.72%
8,Stoner,125.974,stubbsyjump41,58.247,53.76%
9,[sf]fasadin,127.044,stubbsyjump41,58.247,54.15%
10,PRO-kypop,127.303,stubbsyjump41,58.247,54.25%
11,[3M.ROSS],127.54,stubbsyjump41,58.247,54.33%
12,^WhIzArD^,128.155,stubbsyjump41,58.247,54.55%
13,maq,180.565,stubbsyjump41,58.247,67.74%
14,EnZ,214.338,stubbsyjump41,58.247,72.82%
15,Tofik,241.141,stubbsyjump41,58.247,75.85%
16,75400379,264.074,stubbsyjump41,58.247,77.94%
17,buzt3r,277.278,stubbsyjump41,58.247,78.99%
18,Rambler,409.621,stubbsyjump41,58.247,85.78%
19,mordo,1167.701,stubbsyjump41,58.247,95.01%
1,Lofas,292.243,stubbsyjump42,292.243,0.00%
2,APKIS,560.265,stubbsyjump42,292.243,47.84%
3,KroPP,999.4,stubbsyjump42,292.243,70.76%
4,75400379,1023.525,stubbsyjump42,292.243,71.45%
5,ace,1171.561,stubbsyjump42,292.243,75.06%
6,zerosignal,5339.358,stubbsyjump42,292.243,94.53%
1,n00k!e,31.356,stubbsyjump43,31.356,0.00%
2,KroPP,32.344,stubbsyjump43,31.356,3.05%
3,Lofas,32.595,stubbsyjump43,31.356,3.80%
4,yogurt,34.039,stubbsyjump43,31.356,7.88%
5,prd,35.37,stubbsyjump43,31.356,11.35%
6,Castro,37.275,stubbsyjump43,31.356,15.88%
7,slugsk!e,37.475,stubbsyjump43,31.356,16.33%
8,[3M.ROSS],39.099,stubbsyjump43,31.356,19.80%
9,DRK,39.485,stubbsyjump43,31.356,20.59%
10,SBL,41.021,stubbsyjump43,31.356,23.56%
11,fish,43.39,stubbsyjump43,31.356,27.73%
12,santher,45.716,stubbsyjump43,31.356,31.41%
13,Scorpion,47.008,stubbsyjump43,31.356,33.30%
14,Nubcake,48.454,stubbsyjump43,31.356,35.29%
15,kNoC,51.245,stubbsyjump43,31.356,38.81%
16,Cleaner,51.487,stubbsyjump43,31.356,39.10%
17,shpongle,52.025,stubbsyjump43,31.356,39.73%
18,Julfisk,52.113,stubbsyjump43,31.356,39.83%
19,step,54.576,stubbsyjump43,31.356,42.55%
20,nbc.shadow_no,55.72,stubbsyjump43,31.356,43.73%
21,[sf]fasadin,60.582,stubbsyjump43,31.356,48.24%
22,cka3ka,61.04,stubbsyjump43,31.356,48.63%
23,zerosignal,61.245,stubbsyjump43,31.356,48.80%
24,quazilin,62.596,stubbsyjump43,31.356,49.91%
25,Tofik,91.236,stubbsyjump43,31.356,65.63%
26,75400379,100.832,stubbsyjump43,31.356,68.90%
27,_PLAY_,103.571,stubbsyjump43,31.356,69.73%
28,TeiOch^[tLk],104.478,stubbsyjump43,31.356,69.99%
29,ins,109.408,stubbsyjump43,31.356,71.34%
30,}}Wetarded{{,114.758,stubbsyjump43,31.356,72.68%
31,ToxicMonkey^MZC,118.479,stubbsyjump43,31.356,73.53%
32,Rambler,133.801,stubbsyjump43,31.356,76.57%
33,CreePy^,166.638,stubbsyjump43,31.356,81.18%
34,Ceth,340.461,stubbsyjump43,31.356,90.79%
35,Nightfall,354.38,stubbsyjump43,31.356,91.15%
36,Prop,551.978,stubbsyjump43,31.356,94.32%
1,Killa,35.982,stubbsyjump44,35.982,0.00%
2,prd,36.269,stubbsyjump44,35.982,0.79%
3,KroPP,36.631,stubbsyjump44,35.982,1.77%
4,Tig,37.188,stubbsyjump44,35.982,3.24%
5,Direktor,39.538,stubbsyjump44,35.982,8.99%
6,yogurt,40.077,stubbsyjump44,35.982,10.22%
7,SBL,40.636,stubbsyjump44,35.982,11.45%
8,Cleaner,41.262,stubbsyjump44,35.982,12.80%
9,MASZ_ESA?,41.67,stubbsyjump44,35.982,13.65%
10,[sf]fasadin,42.4,stubbsyjump44,35.982,15.14%
11,Castro,42.714,stubbsyjump44,35.982,15.76%
12,quazilin,42.9,stubbsyjump44,35.982,16.13%
13,:pP:Izanag,43.2,stubbsyjump44,35.982,16.71%
14,slugsk!e,44.262,stubbsyjump44,35.982,18.71%
15,DM,44.546,stubbsyjump44,35.982,19.23%
16,[3M.ROSS],45.425,stubbsyjump44,35.982,20.79%
17,Nubcake,46.304,stubbsyjump44,35.982,22.29%
18,Rambler,46.419,stubbsyjump44,35.982,22.48%
19,masta,46.947,stubbsyjump44,35.982,23.36%
20,Scipio,47.554,stubbsyjump44,35.982,24.33%
21,zerosignal,47.562,stubbsyjump44,35.982,24.35%
22,PRO-kypop,48.603,stubbsyjump44,35.982,25.97%
23,_PLAY_,49.794,stubbsyjump44,35.982,27.74%
24,bossmies,51.512,stubbsyjump44,35.982,30.15%
25,cka3ka,52.094,stubbsyjump44,35.982,30.93%
26,Voety,56.26,stubbsyjump44,35.982,36.04%
27,fish,64.968,stubbsyjump44,35.982,44.62%
28,}}Wetarded{{,72.519,stubbsyjump44,35.982,50.38%
29,Qub,73.034,stubbsyjump44,35.982,50.73%
30,ToxicMonkey^MZC,73.372,stubbsyjump44,35.982,50.96%
31,Boru,74.432,stubbsyjump44,35.982,51.66%
32,AK-47,75.842,stubbsyjump44,35.982,52.56%
33,nbc.shadow_no,106.64,stubbsyjump44,35.982,66.26%
34,randy,111.216,stubbsyjump44,35.982,67.65%
35,75400379,161.222,stubbsyjump44,35.982,77.68%
36,shpongle,166.896,stubbsyjump44,35.982,78.44%
37,Barry_Allen,181.57,stubbsyjump44,35.982,80.18%
38,ace,187.865,stubbsyjump44,35.982,80.85%
39,ins,222.147,stubbsyjump44,35.982,83.80%
1,prd,18.066,stubbsyjump5,18.066,0.00%
2,KroPP,18.336,stubbsyjump5,18.066,1.47%
3,yogurt,18.883,stubbsyjump5,18.066,4.33%
4,Castro,19.041,stubbsyjump5,18.066,5.12%
