pos,name,time,map,first,perc_from_first
1,prd,104.703,0wnt,104.703,0.00%
2,KroPP,106.957,0wnt,104.703,2.11%
3,yogurt,125.277,0wnt,104.703,16.42%
4,Nephi,133.391,0wnt,104.703,21.51%
5,Direktor,136.383,0wnt,104.703,23.23%
6,santher,141.499,0wnt,104.703,26.00%
7,nbc.shadow_no,164.899,0wnt,104.703,36.50%
8,masta,183.715,0wnt,104.703,43.01%
9,TeiOch^[tLk],205.661,0wnt,104.703,49.09%
10,ins,219.548,0wnt,104.703,52.31%
11,zerosignal,223.233,0wnt,104.703,53.10%
12,}}Wetarded{{,270.084,0wnt,104.703,61.23%
13,mordo,274.93,0wnt,104.703,61.92%
14,PRO-kypop,285.374,0wnt,104.703,63.31%
15,slugsk!e,379.143,0wnt,104.703,72.38%
1,prd,34.238,0wnz,34.238,0.00%
2,Lofas,34.426,0wnz,34.238,0.55%
3,Killa,34.691,0wnz,34.238,1.31%
4,Castro,34.862,0wnz,34.238,1.79%
5,n00k!e,34.991,0wnz,34.238,2.15%
6,santher,35.393,0wnz,34.238,3.26%
7,SqUiRt,35.733,0wnz,34.238,4.18%
8,Beepbeep,35.74,0wnz,34.238,4.20%
9,_PLAY_,35.827,0wnz,34.238,4.44%
10,Nephi,35.974,0wnz,34.238,4.83%
11,yogurt,36.01,0wnz,34.238,4.92%
12,XtraGhost,36.403,0wnz,34.238,5.95%
13,Idaho,37.262,0wnz,34.238,8.12%
14,masta,37.442,0wnz,34.238,8.56%
15,mule_0wnz,37.506,0wnz,34.238,8.71%
16,fish,37.944,0wnz,34.238,9.77%
17,snake,38.173,0wnz,34.238,10.31%
18,Mako,38.602,0wnz,34.238,11.31%
19,zerosignal,39.337,0wnz,34.238,12.96%
20,CodeBlack,39.456,0wnz,34.238,13.22%
21,[3M.ROSS],39.828,0wnz,34.238,14.04%
22,quazilin,41.193,0wnz,34.238,16.88%
23,&lt;&gt;,42.362,0wnz,34.238,19.18%
24,EnZ,42.447,0wnz,34.238,19.34%
25,Dusk,42.886,0wnz,34.238,20.17%
26,g0rky,45.248,0wnz,34.238,24.33%
27,CreePy^,46.818,0wnz,34.238,26.87%
28,pr3zes,47.156,0wnz,34.238,27.39%
29,greedisgood210,49.311,0wnz,34.238,30.57%
30,}}Wetarded{{,49.363,0wnz,34.238,30.64%
31,randy,49.933,0wnz,34.238,31.43%
32,maq,51.863,0wnz,34.238,33.98%
33,'OrangeTea',57.716,0wnz,34.238,40.68%
34,ToxicMonkey^MZC,58.179,0wnz,34.238,41.15%
35,unit3D,60.096,0wnz,34.238,43.03%
36,Wolfeh,61.098,0wnz,34.238,43.96%
37,Direktor,61.26,0wnz,34.238,44.11%
38,nevermore,62.189,0wnz,34.238,44.95%
39,Mehis,65.967,0wnz,34.238,48.10%
40,bossmies,67.835,0wnz,34.238,49.53%
41,Bless,68.876,0wnz,34.238,50.29%
42,[TURD]BURGER,72.072,0wnz,34.238,52.49%
43,Rambler,72.175,0wnz,34.238,52.56%
44,buzt3r,74.682,0wnz,34.238,54.15%
45,75400379,75.57,0wnz,34.238,54.69%
46,cez,80.845,0wnz,34.238,57.65%
47,cka3ka,98.27,0wnz,34.238,65.16%
48,Plajjump,105.111,0wnz,34.238,67.43%
49,Gx^djpoppz,105.126,0wnz,34.238,67.43%
50,nbc.shadow_no,134.756,0wnz,34.238,74.59%
51,ins,239.273,0wnz,34.238,85.69%
1,n00k!e,39.171,0wnz3,39.171,0.00%
2,Killa,39.473,0wnz3,39.171,0.77%
3,Stoner,39.763,0wnz3,39.171,1.49%
4,santher,39.899,0wnz3,39.171,1.82%
5,Castro,40.276,0wnz3,39.171,2.74%
6,(MCS)Faderjok,40.399,0wnz3,39.171,3.04%
7,draxi,40.788,0wnz3,39.171,3.96%
8,ace,40.838,0wnz3,39.171,4.08%
9,mule_0wnz,41.041,0wnz3,39.171,4.56%
10,_PLAY_,41.212,0wnz3,39.171,4.95%
11,Beepbeep,42.119,0wnz3,39.171,7.00%
12,cr33pz,42.778,0wnz3,39.171,8.43%
13,Idaho,42.959,0wnz3,39.171,8.82%
14,}}Wetarded{{,43.715,0wnz3,39.171,10.39%
15,75400379,47.359,0wnz3,39.171,17.29%
16,nbc.shadow_no,48.354,0wnz3,39.171,18.99%
17,[3M.ROSS],52.799,0wnz3,39.171,25.81%
18,^WhIzArD^,60.258,0wnz3,39.171,34.99%
19,zerosignal,66.673,0wnz3,39.171,41.25%
20,Kr3w,294.34,0wnz3,39.171,86.69%
1,Lofas,26.202,132tree,26.202,0.00%
2,ace,27.645,132tree,26.202,5.22%
3,Nubcake,29.253,132tree,26.202,10.43%
4,^WhIzArD^,29.816,132tree,26.202,12.12%
5,Castro,31.169,132tree,26.202,15.94%
6,bossmies,31.41,132tree,26.202,16.58%
7,Idaho,31.617,132tree,26.202,17.13%
8,MASZ_ESA?,31.681,132tree,26.202,17.29%
9,yogurt,32.602,132tree,26.202,19.63%
10,Julfisk,32.783,132tree,26.202,20.07%
11,GreenJumper,32.84,132tree,26.202,20.21%
12,g0rky,33.019,132tree,26.202,20.65%
13,fish,33.415,132tree,26.202,21.59%
14,quazilin,33.824,132tree,26.202,22.53%
15,_PLAY_,34.988,132tree,26.202,25.11%
16,l3m0n,35.529,132tree,26.202,26.25%
17,[3M.ROSS],35.616,132tree,26.202,26.43%
18,CodeBlack,37.164,132tree,26.202,29.50%
19,slugsk!e,37.36,132tree,26.202,29.87%
20,Sanja,39.78,132tree,26.202,34.13%
21,diaa,43.214,132tree,26.202,39.37%
22,shpongle,43.685,132tree,26.202,40.02%
23,Cleaner,44.943,132tree,26.202,41.70%
24,PRO-kypop,45.728,132tree,26.202,42.70%
25,kNoC,46.489,132tree,26.202,43.64%
26,Direktor,48.694,132tree,26.202,46.19%
27,CreePy^,49.482,132tree,26.202,47.05%
28,metzger,50.1,132tree,26.202,47.70%
29,ins,50.406,132tree,26.202,48.02%
30,nevermore,50.41,132tree,26.202,48.02%
31,XCRZUHH,51.195,132tree,26.202,48.82%
32,'OrangeTea',51.699,132tree,26.202,49.32%
33,&lt;&gt;,51.734,132tree,26.202,49.35%
34,Prop,53.213,132tree,26.202,50.76%
35,randy,54.411,132tree,26.202,51.84%
36,Dusk,55.374,132tree,26.202,52.68%
37,Johnson,56.255,132tree,26.202,53.42%
38,}}Wetarded{{,57.543,132tree,26.202,54.47%
39,Death_Jump,60.991,132tree,26.202,57.04%
40,Beepbeep,61.246,132tree,26.202,57.22%
41,75400379,61.411,132tree,26.202,57.33%
42,adren,63.088,132tree,26.202,58.47%
43,Don,65.497,132tree,26.202,60.00%
44,Barry_Allen,67.592,132tree,26.202,61.24%
45,cka3ka,73.889,132tree,26.202,64.54%
46,zerosignal,75.629,132tree,26.202,65.35%
47,Wolfeh,77.266,132tree,26.202,66.09%
48,Yummiee!,82.111,132tree,26.202,68.09%
49,Qub,84.819,132tree,26.202,69.11%
50,Bless,89.312,132tree,26.202,70.66%
51,baknd,90.999,132tree,26.202,71.21%
52,Tofik,98.233,132tree,26.202,73.33%
53,nbc.shadow_no,118.052,132tree,26.202,77.80%
1,n00k!e,68.253,1337,68.253,0.00%
2,(MCS)Faderjok,69.011,1337,68.253,1.10%
3,cr33pz,69.312,1337,68.253,1.53%
4,prd,69.561,1337,68.253,1.88%
5,Killa,69.602,1337,68.253,1.94%
6,neoxotb,69.87,1337,68.253,2.31%
7,KroPP,69.901,1337,68.253,2.36%
8,4Bidden,73.015,1337,68.253,6.52%
9,75400379,73.455,1337,68.253,7.08%
10,}}Wetarded{{,74.633,1337,68.253,8.55%
11,santher,79.759,1337,68.253,14.43%
12,Beepbeep,80.416,1337,68.253,15.13%
13,ace,92.748,1337,68.253,26.41%
14,DRK,102.938,1337,68.253,33.70%
15,ins,122.551,1337,68.253,44.31%
16,zerosignal,251.347,1337,68.253,72.85%
1,prd,52.736,1_race_r3,52.736,0.00%
2,ds.ads,52.933,1_race_r3,52.736,0.37%
3,Castro,54.565,1_race_r3,52.736,3.35%
4,santher,55.443,1_race_r3,52.736,4.88%
5,Casper,56.047,1_race_r3,52.736,5.91%
6,rl,56.059,1_race_r3,52.736,5.93%
7,Cleaner,57.478,1_race_r3,52.736,8.25%
8,}}Wetarded{{,58.59,1_race_r3,52.736,9.99%
9,XtraGhost,59.611,1_race_r3,52.736,11.53%
10,ins,59.977,1_race_r3,52.736,12.07%
11,zerosignal,62.471,1_race_r3,52.736,15.58%
12,a2ha,62.728,1_race_r3,52.736,15.93%
13,Kr3w,63.375,1_race_r3,52.736,16.79%
14,nbc.shadow_no,64.409,1_race_r3,52.736,18.12%
15,75400379,65.445,1_race_r3,52.736,19.42%
16,Qub,66.248,1_race_r3,52.736,20.40%
17,maq,68.419,1_race_r3,52.736,22.92%
18,'OrangeTea',68.632,1_race_r3,52.736,23.16%
19,greenz,94.807,1_race_r3,52.736,44.38%
20,grigori,94.934,1_race_r3,52.736,44.45%
21,ToxicMonkey^MZC,97.723,1_race_r3,52.736,46.04%
22,shpongle,110.221,1_race_r3,52.736,52.15%
23,Barry_Allen,153.853,1_race_r3,52.736,65.72%
24,Johnson,219.805,1_race_r3,52.736,76.01%
25,randy,287.994,1_race_r3,52.736,81.69%
1,KroPP,27.047,1_splj_r3,27.047,0.00%
2,RoN!N,30.021,1_splj_r3,27.047,9.91%
3,ds.ads,30.342,1_splj_r3,27.047,10.86%
4,SBL,31.502,1_splj_r3,27.047,14.14%
5,yogurt,34.051,1_splj_r3,27.047,20.57%
6,mordo,35.029,1_splj_r3,27.047,22.79%
7,[3M.ROSS],35.355,1_splj_r3,27.047,23.50%
8,Sanja,35.782,1_splj_r3,27.047,24.41%
9,'OrangeTea',37.027,1_splj_r3,27.047,26.95%
10,Cleaner,37.401,1_splj_r3,27.047,27.68%
11,}}Wetarded{{,38.927,1_splj_r3,27.047,30.52%
12,_PLAY_,40.814,1_splj_r3,27.047,33.73%
13,Rambler,41.026,1_splj_r3,27.047,34.07%
14,ToxicMonkey^MZC,58.02,1_splj_r3,27.047,53.38%
15,Castro,60.618,1_splj_r3,27.047,55.38%
16,zerosignal,81.769,1_splj_r3,27.047,66.92%
17,cka3ka,96.593,1_splj_r3,27.047,72.00%
18,Julfisk,174.22,1_splj_r3,27.047,84.48%
1,Goblin,19.61,1jumpmap,19.61,0.00%
2,prd,19.664,1jumpmap,19.61,0.27%
3,ace,19.67,1jumpmap,19.61,0.31%
4,KroPP,19.897,1jumpmap,19.61,1.44%
5,APKIS,19.99,1jumpmap,19.61,1.90%
6,Skyline,20.144,1jumpmap,19.61,2.65%
7,Lofas,20.426,1jumpmap,19.61,3.99%
8,MASZ_ESA?,20.538,1jumpmap,19.61,4.52%
9,Killa,20.578,1jumpmap,19.61,4.70%
10,santher,20.664,1jumpmap,19.61,5.10%
11,}}Wetarded{{,20.711,1jumpmap,19.61,5.32%
12,rl,20.816,1jumpmap,19.61,5.79%
13,GreenJumper,20.901,1jumpmap,19.61,6.18%
14,_PLAY_,20.998,1jumpmap,19.61,6.61%
15,cr33pz,21.008,1jumpmap,19.61,6.65%
16,mule_0wnz,21.098,1jumpmap,19.61,7.05%
17,Idaho,21.138,1jumpmap,19.61,7.23%
18,Beepbeep,21.191,1jumpmap,19.61,7.46%
19,EnZ,21.359,1jumpmap,19.61,8.19%
20,SBL,21.383,1jumpmap,19.61,8.29%
21,rav,21.567,1jumpmap,19.61,9.07%
22,deadfroggy,21.571,1jumpmap,19.61,9.09%
23,Nephi,21.629,1jumpmap,19.61,9.33%
24,RoN!N,21.639,1jumpmap,19.61,9.38%
25,[3M.ROSS],21.768,1jumpmap,19.61,9.91%
26,Nubcake,22.036,1jumpmap,19.61,11.01%
27,^WhIzArD^,22.04,1jumpmap,19.61,11.03%
28,Casper,22.081,1jumpmap,19.61,11.19%
29,Voety,22.14,1jumpmap,19.61,11.43%
30,ziomek,22.16,1jumpmap,19.61,11.51%
31,snake,22.192,1jumpmap,19.61,11.63%
32,fish,22.219,1jumpmap,19.61,11.74%
33,mazze,22.298,1jumpmap,19.61,12.05%
34,TeiOch^[tLk],22.299,1jumpmap,19.61,12.06%
35,bossmies,22.445,1jumpmap,19.61,12.63%
36,quazilin,22.481,1jumpmap,19.61,12.77%
37,baknd,22.542,1jumpmap,19.61,13.01%
38,Kr3w,22.614,1jumpmap,19.61,13.28%
39,ToxicMonkey^MZC,22.728,1jumpmap,19.61,13.72%
40,'OrangeTea',22.936,1jumpmap,19.61,14.50%
41,{G}oo{F},22.961,1jumpmap,19.61,14.59%
42,ins,22.989,1jumpmap,19.61,14.70%
43,kallu,23.051,1jumpmap,19.61,14.93%
44,randy,23.109,1jumpmap,19.61,15.14%
45,[SARS]PONG,23.161,1jumpmap,19.61,15.33%
46,Cleaner,23.162,1jumpmap,19.61,15.34%
47,WhiteDemoN,23.164,1jumpmap,19.61,15.34%
48,Sanja,23.187,1jumpmap,19.61,15.43%
49,Valuutta,23.25,1jumpmap,19.61,15.66%
50,slugsk!e,23.314,1jumpmap,19.61,15.89%
51,cka3ka,23.347,1jumpmap,19.61,16.01%
52,yogurt,23.362,1jumpmap,19.61,16.06%
53,Castro,23.465,1jumpmap,19.61,16.43%
54,XtraGhost,23.504,1jumpmap,19.61,16.57%
55,Direktor,23.717,1jumpmap,19.61,17.32%
56,penaa^rhk,23.73,1jumpmap,19.61,17.36%
57,maq,23.761,1jumpmap,19.61,17.47%
58,Gusto,23.807,1jumpmap,19.61,17.63%
59,CodeBlack,23.833,1jumpmap,19.61,17.72%
60,CreePy^,23.858,1jumpmap,19.61,17.81%
61,(MCS)Faderjok,23.863,1jumpmap,19.61,17.82%
62,greenz,23.962,1jumpmap,19.61,18.16%
63,heat_me.Jr,24.047,1jumpmap,19.61,18.45%
64,pablo,24.089,1jumpmap,19.61,18.59%
65,kNoC,24.156,1jumpmap,19.61,18.82%
66,dope,24.42,1jumpmap,19.61,19.70%
67,.,24.443,1jumpmap,19.61,19.77%
68,Bless,24.543,1jumpmap,19.61,20.10%
69,Wolfeh,24.713,1jumpmap,19.61,20.65%
70,[sf]fasadin,24.735,1jumpmap,19.61,20.72%
71,Cryptile,24.773,1jumpmap,19.61,20.84%
72,Qub,24.853,1jumpmap,19.61,21.10%
73,Rambler,25.095,1jumpmap,19.61,21.86%
74,[T9k]OxyTommy,25.424,1jumpmap,19.61,22.87%
75,dnb,25.447,1jumpmap,19.61,22.94%
76,kw4snY,25.623,1jumpmap,19.61,23.47%
77,Serperior,26.447,1jumpmap,19.61,25.85%
78,Barry_Allen,26.795,1jumpmap,19.61,26.81%
79,75400379,27.179,1jumpmap,19.61,27.85%
80,zerosignal,27.758,1jumpmap,19.61,29.35%
81,PRO-kypop,28.024,1jumpmap,19.61,30.02%
82,unit3D,28.124,1jumpmap,19.61,30.27%
83,ne_pizdi,30.546,1jumpmap,19.61,35.80%
84,Razer,30.939,1jumpmap,19.61,36.62%
85,Death_Jump,31.648,1jumpmap,19.61,38.04%
86,Gx^djpoppz,34.158,1jumpmap,19.61,42.59%
1,Killa,7.872,2_race_r3,7.872,0.00%
2,prd,7.9,2_race_r3,7.872,0.35%
3,Lofas,8.039,2_race_r3,7.872,2.08%
4,Zod,8.046,2_race_r3,7.872,2.16%
5,Skyline,8.073,2_race_r3,7.872,2.49%
6,rl,8.082,2_race_r3,7.872,2.60%
7,KroPP,8.083,2_race_r3,7.872,2.61%
8,(MCS)Faderjok,8.132,2_race_r3,7.872,3.20%
9,santher,8.139,2_race_r3,7.872,3.28%
10,cr33pz,8.153,2_race_r3,7.872,3.45%
11,_PLAY_,8.257,2_race_r3,7.872,4.66%
12,ace,8.303,2_race_r3,7.872,5.19%
13,yogurt,8.352,2_race_r3,7.872,5.75%
14,EnZ,8.553,2_race_r3,7.872,7.96%
15,UniBG,8.562,2_race_r3,7.872,8.06%
16,quazilin,8.568,2_race_r3,7.872,8.12%
17,^WhIzArD^,8.624,2_race_r3,7.872,8.72%
18,cka3ka,8.624,2_race_r3,7.872,8.72%
19,ToxicMonkey^MZC,8.689,2_race_r3,7.872,9.40%
20,snake,8.716,2_race_r3,7.872,9.68%
21,g0rky,8.722,2_race_r3,7.872,9.75%
22,APKIS,8.741,2_race_r3,7.872,9.94%
23,Tofik,8.773,2_race_r3,7.872,10.27%
24,Cleaner,8.816,2_race_r3,7.872,10.71%
25,StardusT,8.829,2_race_r3,7.872,10.84%
26,baknd,8.845,2_race_r3,7.872,11.00%
27,AK-47,8.86,2_race_r3,7.872,11.15%
28,Voety,8.86,2_race_r3,7.872,11.15%
29,{G}oo{F},8.886,2_race_r3,7.872,11.41%
30,GreenJumper,8.887,2_race_r3,7.872,11.42%
31,nbc.shadow_no,8.899,2_race_r3,7.872,11.54%
32,75400379,8.915,2_race_r3,7.872,11.70%
33,greedisgood210,8.942,2_race_r3,7.872,11.97%
34,'OrangeTea',8.944,2_race_r3,7.872,11.99%
35,pablo,8.947,2_race_r3,7.872,12.02%
36,Qub,8.965,2_race_r3,7.872,12.19%
37,[3M.ROSS],8.982,2_race_r3,7.872,12.36%
38,ricebiscuit,8.992,2_race_r3,7.872,12.46%
39,&lt;&gt;,8.999,2_race_r3,7.872,12.52%
40,ins,9,2_race_r3,7.872,12.53%
41,Sanja,9.031,2_race_r3,7.872,12.83%
42,fish,9.035,2_race_r3,7.872,12.87%
43,strc,9.045,2_race_r3,7.872,12.97%
44,greenz,9.055,2_race_r3,7.872,13.06%
45,zerosignal,9.064,2_race_r3,7.872,13.15%
46,PRO-kypop,9.083,2_race_r3,7.872,13.33%
47,Direktor,9.085,2_race_r3,7.872,13.35%
48,Nephi,9.089,2_race_r3,7.872,13.39%
49,Beepbeep,9.092,2_race_r3,7.872,13.42%
50,maq,9.105,2_race_r3,7.872,13.54%
51,stoned',9.134,2_race_r3,7.872,13.82%
52,Gusto,9.145,2_race_r3,7.872,13.92%
53,Rambler,9.146,2_race_r3,7.872,13.93%
54,Mako,9.167,2_race_r3,7.872,14.13%
55,Bless,9.169,2_race_r3,7.872,14.15%
56,cez,9.182,2_race_r3,7.872,14.27%
57,bossmies,9.324,2_race_r3,7.872,15.57%
58,Gx^djpoppz,9.414,2_race_r3,7.872,16.38%
59,CreePy^,9.603,2_race_r3,7.872,18.03%
60,Death_Jump,9.757,2_race_r3,7.872,19.32%
1,n00k!e,27.826,2towers,27.826,0.00%
2,APKIS,29.815,2towers,27.826,6.67%
3,rl,30.861,2towers,27.826,9.83%
4,santher,31.078,2towers,27.826,10.46%
5,_PLAY_,31.192,2towers,27.826,10.79%
6,75400379,31.295,2towers,27.826,11.08%
7,Casper,31.741,2towers,27.826,12.33%
8,[3M.ROSS],33.86,2towers,27.826,17.82%
9,fish,33.875,2towers,27.826,17.86%
10,masta,34.42,2towers,27.826,19.16%
11,Idaho,36.302,2towers,27.826,23.35%
12,'OrangeTea',37.5,2towers,27.826,25.80%
13,cr33pz,37.993,2towers,27.826,26.76%
14,slugsk!e,38.387,2towers,27.826,27.51%
15,Sanja,38.579,2towers,27.826,27.87%
16,Kr3w,39.146,2towers,27.826,28.92%
17,kNoC,39.742,2towers,27.826,29.98%
18,EnZ,40.591,2towers,27.826,31.45%
19,quazilin,40.721,2towers,27.826,31.67%
20,rav,41.274,2towers,27.826,32.58%
21,nbc.shadow_no,42.636,2towers,27.826,34.74%
22,Castro,45.357,2towers,27.826,38.65%
23,g0rky,47.456,2towers,27.826,41.36%
24,Rambler,56.41,2towers,27.826,50.67%
25,zerosignal,60.903,2towers,27.826,54.31%
26,PRO-kypop,71.229,2towers,27.826,60.93%
27,cka3ka,76.961,2towers,27.826,63.84%
28,grigori,123.441,2towers,27.826,77.46%
29,^WhIzArD^,162.77,2towers,27.826,82.90%
1,Killa,65.569,3013,65.569,0.00%
2,prd,66.521,3013,65.569,1.43%
3,Lofas,66.977,3013,65.569,2.10%
4,Castro,67.301,3013,65.569,2.57%
5,n00k!e,67.621,3013,65.569,3.03%
6,ace,68.089,3013,65.569,3.70%
7,Casper,68.09,3013,65.569,3.70%
8,(MCS)Faderjok,68.106,3013,65.569,3.73%
9,Stoner,68.507,3013,65.569,4.29%
10,_PLAY_,68.978,3013,65.569,4.94%
11,snake,69.068,3013,65.569,5.07%
12,cr33pz,70.288,3013,65.569,6.71%
13,zerosignal,70.51,3013,65.569,7.01%
14,:pP:Izanag,71.249,3013,65.569,7.97%
15,Beepbeep,71.335,3013,65.569,8.08%
16,Kr3w,71.352,3013,65.569,8.10%
17,DRK,71.954,3013,65.569,8.87%
18,Direktor,72.266,3013,65.569,9.27%
19,bossmies,73.66,3013,65.569,10.98%
20,yogurt,76.396,3013,65.569,14.17%
21,Squaah,79.02,3013,65.569,17.02%
22,}}Wetarded{{,92.697,3013,65.569,29.27%
23,Idaho,99.81,3013,65.569,34.31%
24,ins,109.825,3013,65.569,40.30%
25,PRO-kypop,122.273,3013,65.569,46.37%
26,masta,126.541,3013,65.569,48.18%
27,[3M.ROSS],130.572,3013,65.569,49.78%
28,CodeBlack,142.302,3013,65.569,53.92%
29,slugsk!e,162.421,3013,65.569,59.63%
30,xcrx,282.322,3013,65.569,76.78%
1,Killa,17.183,4c3jump1,17.183,0.00%
2,Lofas,17.363,4c3jump1,17.183,1.04%
3,ds.ads,17.385,4c3jump1,17.183,1.16%
4,Stoner,17.678,4c3jump1,17.183,2.80%
5,g0rky,17.685,4c3jump1,17.183,2.84%
6,_SK3L3T0R_,17.98,4c3jump1,17.183,4.43%
7,Empire,18.478,4c3jump1,17.183,7.01%
8,UniBG,18.523,4c3jump1,17.183,7.23%
9,_PLAY_,18.592,4c3jump1,17.183,7.58%
10,cr33pz,18.772,4c3jump1,17.183,8.46%
11,ace,18.978,4c3jump1,17.183,9.46%
12,prd,19.025,4c3jump1,17.183,9.68%
13,StalkerKoffie,19.24,4c3jump1,17.183,10.69%
14,Cleaner,19.351,4c3jump1,17.183,11.20%
15,slugsk!e,19.356,4c3jump1,17.183,11.23%
16,^WhIzArD^,19.49,4c3jump1,17.183,11.84%
17,RoN!N,19.604,4c3jump1,17.183,12.35%
18,fish,19.756,4c3jump1,17.183,13.02%
19,[TURD]BURGER,20.098,4c3jump1,17.183,14.50%
20,Wolfeh,20.212,4c3jump1,17.183,14.99%
21,[3M.ROSS],20.366,4c3jump1,17.183,15.63%
22,buzt3r,20.407,4c3jump1,17.183,15.80%
23,NLO,20.771,4c3jump1,17.183,17.27%
24,Rambler,20.782,4c3jump1,17.183,17.32%
25,Den4ik,21.544,4c3jump1,17.183,20.24%
26,rav,22.014,4c3jump1,17.183,21.95%
27,Bless,22.243,4c3jump1,17.183,22.75%
28,dnb,22.309,4c3jump1,17.183,22.98%
29,quazilin,22.736,4c3jump1,17.183,24.42%
30,[DARF]BALLS,22.927,4c3jump1,17.183,25.05%
31,kNoC,23.172,4c3jump1,17.183,25.85%
32,Idaho,24.027,4c3jump1,17.183,28.48%
33,}}Wetarded{{,24.122,4c3jump1,17.183,28.77%
34,Johnson,24.316,4c3jump1,17.183,29.33%
35,Casper,28.275,4c3jump1,17.183,39.23%
36,Gx^djpoppz,29.089,4c3jump1,17.183,40.93%
37,PRO-kypop,30.531,4c3jump1,17.183,43.72%
38,cka3ka,38.955,4c3jump1,17.183,55.89%
39,bossmies,40.852,4c3jump1,17.183,57.94%
40,ins,43.59,4c3jump1,17.183,60.58%
41,Direktor,45.653,4c3jump1,17.183,62.36%
42,Qub,53.385,4c3jump1,17.183,67.81%
43,75400379,84.634,4c3jump1,17.183,79.70%
44,Gouki,89.285,4c3jump1,17.183,80.75%
45,zerosignal,97.876,4c3jump1,17.183,82.44%
46,TehChaoz,104.303,4c3jump1,17.183,83.53%
47,Ratiosu,139.518,4c3jump1,17.183,87.68%
1,Killa,10.417,4c3jump2,10.417,0.00%
2,prd,10.598,4c3jump2,10.417,1.71%
3,Lofas,10.807,4c3jump2,10.417,3.61%
4,fish,11.513,4c3jump2,10.417,9.52%
5,DRK,11.91,4c3jump2,10.417,12.54%
6,ace,12.125,4c3jump2,10.417,14.09%
7,yogurt,15.875,4c3jump2,10.417,34.38%
8,Bezel,16.055,4c3jump2,10.417,35.12%
9,Castro,16.36,4c3jump2,10.417,36.33%
10,}}Wetarded{{,16.46,4c3jump2,10.417,36.71%
11,g0rky,16.835,4c3jump2,10.417,38.12%
12,slugsk!e,16.839,4c3jump2,10.417,38.14%
13,baknd,17.822,4c3jump2,10.417,41.55%
14,quazilin,17.896,4c3jump2,10.417,41.79%
15,maq,18.116,4c3jump2,10.417,42.50%
16,(MCS)Faderjok,18.29,4c3jump2,10.417,43.05%
17,^WhIzArD^,18.552,4c3jump2,10.417,43.85%
18,[3M.ROSS],18.595,4c3jump2,10.417,43.98%
19,Voety,18.66,4c3jump2,10.417,44.17%
20,'OrangeTea',18.763,4c3jump2,10.417,44.48%
21,kNoC,18.951,4c3jump2,10.417,45.03%
22,XtraGhost,20.005,4c3jump2,10.417,47.93%
23,_PLAY_,20.619,4c3jump2,10.417,49.48%
24,pablo,20.92,4c3jump2,10.417,50.21%
25,heat_me.Jr,20.959,4c3jump2,10.417,50.30%
26,Reverence,21.457,4c3jump2,10.417,51.45%
27,CodeBlack,21.626,4c3jump2,10.417,51.83%
28,ToxicMonkey^MZC,22.48,4c3jump2,10.417,53.66%
29,Johnson,24.201,4c3jump2,10.417,56.96%
30,Direktor,24.331,4c3jump2,10.417,57.19%
31,Rambler,24.585,4c3jump2,10.417,57.63%
32,cka3ka,25.04,4c3jump2,10.417,58.40%
33,75400379,25.5,4c3jump2,10.417,59.15%
34,kw4snY,27.188,4c3jump2,10.417,61.69%
35,rav,27.434,4c3jump2,10.417,62.03%
36,CreePy^,27.8,4c3jump2,10.417,62.53%
37,Ceth,29.663,4c3jump2,10.417,64.88%
38,przypal,30.961,4c3jump2,10.417,66.35%
39,Plajjump,32.839,4c3jump2,10.417,68.28%
40,Gusto,35.285,4c3jump2,10.417,70.48%
41,Bless,40.634,4c3jump2,10.417,74.36%
42,TehChaoz,44.849,4c3jump2,10.417,76.77%
43,Tofik,51.141,4c3jump2,10.417,79.63%
44,cez,69.674,4c3jump2,10.417,85.05%
45,ins,78.253,4c3jump2,10.417,86.69%
46,zerosignal,108.001,4c3jump2,10.417,90.35%
1,Lofas,14.478,4c3jump3,14.478,0.00%
2,Killa,14.813,4c3jump3,14.478,2.26%
3,ds.ads,15.087,4c3jump3,14.478,4.04%
4,EnZ,15.356,4c3jump3,14.478,5.72%
5,Rambler,15.409,4c3jump3,14.478,6.04%
6,greedisgood210,15.997,4c3jump3,14.478,9.50%
7,ace,16.009,4c3jump3,14.478,9.56%
8,bossmies,16.215,4c3jump3,14.478,10.71%
9,g0rky,16.366,4c3jump3,14.478,11.54%
10,quazilin,16.515,4c3jump3,14.478,12.33%
11,nbc.shadow_no,16.761,4c3jump3,14.478,13.62%
12,_PLAY_,16.865,4c3jump3,14.478,14.15%
13,:pP:Izanag,16.889,4c3jump3,14.478,14.28%
14,StardusT,16.964,4c3jump3,14.478,14.65%
15,[3M.ROSS],16.982,4c3jump3,14.478,14.75%
16,randy,17.01,4c3jump3,14.478,14.89%
17,PopS,17.267,4c3jump3,14.478,16.15%
18,yogurt,17.28,4c3jump3,14.478,16.22%
19,fish,17.743,4c3jump3,14.478,18.40%
20,Tofik,17.801,4c3jump3,14.478,18.67%
21,kNoC,17.814,4c3jump3,14.478,18.73%
22,Kr3w,18.008,4c3jump3,14.478,19.60%
23,Mehis,18.341,4c3jump3,14.478,21.06%
24,Voety,18.499,4c3jump3,14.478,21.74%
25,skjol,18.559,4c3jump3,14.478,21.99%
26,deadfroggy,19.069,4c3jump3,14.478,24.08%
27,Int0xiKated,19.189,4c3jump3,14.478,24.55%
28,Boru,19.291,4c3jump3,14.478,24.95%
